step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 2.9e-06, n/a, 14.876, 0.007, 30.0, 62.9, 19.7
128, 2.05, 0.000375, 11.81, 9.161, 0.41, 72.9, 82.3, 65.4
256, 2.13, 0.00075, 8.52, 8.031, 0.664, 84.3, 94.1, 76.4
384, 2.14, 0.001125, 7.45, 7.24, 0.723, 87.4, 95.8, 80.3
512, 2.17, 0.0015, 6.88, 6.9, 0.728, 87.3, 96.6, 79.6
640, 2.18, 0.001875, 6.59, 6.63, 0.734, 87.6, 97.0, 79.9
768, 2.19, 0.00225, 6.33, 6.464, 0.734, 87.4, 97.3, 79.4
896, 2.08, 0.002625, 6.19, 6.305, 0.733, 87.2, 97.6, 78.8
1024, 2.25, 0.003, 6.09, 6.252, 0.732, 87.1, 97.6, 78.6
1152, 2.13, 0.0029464, 5.93, 6.187, 0.724, 86.5, 97.9, 77.4
1280, 2.24, 0.0028929, 5.86, 6.094, 0.719, 86.1, 98.0, 76.8
1408, 2.17, 0.0028393, 5.78, 6.054, 0.717, 85.9, 98.0, 76.4
1536, 2.05, 0.0027857, 5.67, 5.986, 0.714, 85.6, 98.1, 76.0
1664, 2.25, 0.0027321, 5.65, 5.965, 0.711, 85.4, 98.1, 75.7
1792, 2.18, 0.0026786, 5.52, 5.914, 0.709, 85.3, 98.2, 75.4
1920, 2.19, 0.002625, 5.52, 5.889, 0.698, 84.5, 98.2, 74.2
2048, 2.12, 0.0025714, 5.43, 5.845, 0.701, 84.7, 98.2, 74.4
2176, 2.17, 0.0025179, 5.4, 5.894, 0.704, 84.9, 98.2, 74.8
2304, 2.05, 0.0024643, 5.39, 5.851, 0.693, 84.1, 98.1, 73.7
2432, 2.13, 0.0024107, 5.31, 5.802, 0.696, 84.3, 98.2, 73.9
2560, 2.27, 0.0023571, 5.28, 5.787, 0.691, 84.0, 98.2, 73.4
2688, 2.06, 0.0023036, 5.27, 5.809, 0.683, 83.3, 98.2, 72.4
2816, 2.13, 0.00225, 5.23, 5.754, 0.688, 83.7, 98.2, 72.9
2944, 2.06, 0.0021964, 5.16, 5.797, 0.683, 83.3, 98.2, 72.4
3072, 2.16, 0.0021429, 5.21, 5.743, 0.683, 83.3, 98.2, 72.4
3200, 2.0, 0.0020893, 5.14, 5.722, 0.683, 83.4, 98.2, 72.4
3328, 2.09, 0.0020357, 5.14, 5.751, 0.681, 83.2, 98.2, 72.2
3456, 2.01, 0.0019821, 5.08, 5.715, 0.679, 83.1, 98.2, 72.0
3584, 2.06, 0.0019286, 5.07, 5.713, 0.677, 82.9, 98.2, 71.7
3712, 2.02, 0.001875, 5.07, 5.693, 0.677, 82.9, 98.2, 71.7
3840, 2.04, 0.0018214, 5.02, 5.7, 0.678, 82.9, 98.2, 71.8
3968, 2.18, 0.0017679, 5.03, 5.704, 0.675, 82.7, 98.2, 71.5
4096, 2.1, 0.0017143, 4.99, 5.704, 0.673, 82.6, 98.1, 71.3
4224, 2.02, 0.0016607, 4.96, 5.705, 0.676, 82.8, 98.2, 71.6
4352, 2.04, 0.0016071, 4.98, 5.701, 0.67, 82.3, 98.2, 70.9
4480, 2.13, 0.0015536, 4.96, 5.678, 0.67, 82.3, 98.2, 70.9
4608, 2.25, 0.0015, 4.91, 5.682, 0.668, 82.3, 98.1, 70.8
4736, 2.13, 0.0014464, 4.92, 5.678, 0.667, 82.1, 98.2, 70.6
4864, 2.11, 0.0013929, 4.89, 5.675, 0.668, 82.2, 98.1, 70.8
4992, 2.04, 0.0013393, 4.9, 5.661, 0.669, 82.3, 98.2, 70.9
5120, 2.03, 0.0012857, 4.84, 5.664, 0.665, 82.0, 98.1, 70.5
5248, 2.07, 0.0012321, 4.86, 5.663, 0.664, 81.9, 98.1, 70.3
5376, 2.07, 0.0011786, 4.86, 5.656, 0.668, 82.3, 98.1, 70.8
5504, 2.13, 0.001125, 4.83, 5.656, 0.665, 82.0, 98.1, 70.5
5632, 2.16, 0.0010714, 4.8, 5.646, 0.661, 81.7, 98.1, 69.9
5760, 2.15, 0.0010179, 4.83, 5.649, 0.664, 81.9, 98.1, 70.3
5888, 2.08, 0.0009643, 4.76, 5.653, 0.661, 81.7, 98.1, 70.0
6016, 2.09, 0.0009107, 4.79, 5.64, 0.664, 81.9, 98.1, 70.3
6144, 2.01, 0.0008571, 4.73, 5.647, 0.663, 81.8, 98.1, 70.2
6272, 2.01, 0.0008036, 4.79, 5.638, 0.664, 82.0, 98.1, 70.4
6400, 2.05, 0.00075, 4.73, 5.644, 0.66, 81.6, 98.1, 69.8
6528, 2.01, 0.0006964, 4.72, 5.641, 0.662, 81.7, 98.1, 70.1
6656, 2.12, 0.0006429, 4.75, 5.633, 0.663, 81.8, 98.1, 70.2
6784, 2.02, 0.0005893, 4.68, 5.639, 0.659, 81.6, 98.1, 69.8
6912, 2.09, 0.0005357, 4.7, 5.636, 0.664, 81.9, 98.1, 70.3
7040, 2.07, 0.0004821, 4.71, 5.632, 0.662, 81.8, 98.0, 70.2
7168, 2.05, 0.0004286, 4.7, 5.637, 0.66, 81.6, 98.1, 69.8
7296, 2.05, 0.000375, 4.66, 5.63, 0.66, 81.6, 98.1, 69.9
7424, 2.06, 0.0003214, 4.67, 5.632, 0.661, 81.7, 98.1, 70.0
7552, 2.12, 0.0002679, 4.64, 5.631, 0.661, 81.7, 98.1, 70.0
7680, 1.96, 0.0002143, 4.66, 5.631, 0.66, 81.6, 98.1, 69.9
7808, 2.13, 0.0001607, 4.66, 5.628, 0.66, 81.6, 98.1, 69.8
7936, 2.1, 0.0001071, 4.63, 5.624, 0.659, 81.5, 98.1, 69.8
8064, 2.01, 5.36e-05, 4.62, 5.626, 0.66, 81.6, 98.1, 69.8
8192, 2.05, 0.0, 4.65, 5.627, 0.659, 81.6, 98.1, 69.8
