step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 1e-06, n/a, 14.86, -0.003, 29.6, 61.9, 19.4
128, 1.94, 0.000125, 13.64, 10.178, 0.287, 63.8, 78.3, 53.8
256, 2.03, 0.00025, 9.18, 9.0, 0.35, 64.2, 83.5, 52.2
384, 2.03, 0.000375, 8.49, 8.24, 0.437, 65.4, 91.2, 51.0
512, 1.95, 0.0005, 7.75, 7.686, 0.504, 70.3, 94.0, 56.2
640, 2.04, 0.000625, 7.32, 7.352, 0.533, 72.1, 95.4, 57.9
768, 1.96, 0.00075, 7.02, 7.089, 0.549, 73.2, 95.9, 59.2
896, 1.98, 0.000875, 6.76, 6.882, 0.551, 73.0, 96.4, 58.8
1024, 2.08, 0.001, 6.57, 6.667, 0.555, 73.2, 96.7, 58.8
1152, 1.95, 0.0009821, 6.33, 6.519, 0.565, 74.0, 96.9, 59.8
1280, 2.0, 0.0009643, 6.19, 6.386, 0.575, 74.8, 97.1, 60.8
1408, 2.0, 0.0009464, 6.06, 6.269, 0.585, 75.7, 97.1, 62.1
1536, 2.03, 0.0009286, 5.95, 6.179, 0.591, 76.3, 97.2, 62.8
1664, 1.93, 0.0009107, 5.82, 6.119, 0.6, 77.2, 97.1, 64.0
1792, 2.01, 0.0008929, 5.73, 6.049, 0.608, 77.7, 97.3, 64.7
1920, 1.98, 0.000875, 5.67, 6.02, 0.611, 78.1, 97.2, 65.3
2048, 1.96, 0.0008571, 5.6, 5.987, 0.625, 79.2, 97.4, 66.7
2176, 1.98, 0.0008393, 5.52, 5.921, 0.631, 79.7, 97.3, 67.5
2304, 2.02, 0.0008214, 5.48, 5.912, 0.64, 80.4, 97.4, 68.5
2432, 1.97, 0.0008036, 5.42, 5.866, 0.642, 80.6, 97.3, 68.8
2560, 2.02, 0.0007857, 5.4, 5.866, 0.639, 80.4, 97.3, 68.5
2688, 2.0, 0.0007679, 5.34, 5.838, 0.648, 81.1, 97.4, 69.5
2816, 1.96, 0.00075, 5.26, 5.823, 0.656, 81.7, 97.4, 70.3
2944, 2.05, 0.0007321, 5.28, 5.809, 0.654, 81.6, 97.3, 70.2
3072, 2.0, 0.0007143, 5.22, 5.807, 0.654, 81.5, 97.5, 70.1
3200, 1.95, 0.0006964, 5.18, 5.803, 0.653, 81.5, 97.4, 70.0
3328, 2.04, 0.0006786, 5.19, 5.768, 0.653, 81.5, 97.5, 70.0
3456, 2.02, 0.0006607, 5.12, 5.76, 0.661, 82.1, 97.4, 71.0
3584, 1.92, 0.0006429, 5.12, 5.766, 0.663, 82.3, 97.5, 71.2
3712, 2.02, 0.000625, 5.08, 5.742, 0.66, 82.0, 97.4, 70.8
3840, 2.02, 0.0006071, 5.05, 5.747, 0.661, 82.0, 97.5, 70.8
3968, 1.99, 0.0005893, 5.05, 5.749, 0.663, 82.2, 97.4, 71.2
4096, 1.99, 0.0005714, 5.02, 5.738, 0.66, 82.0, 97.5, 70.8
4224, 2.09, 0.0005536, 5.0, 5.72, 0.669, 82.8, 97.4, 71.9
4352, 2.01, 0.0005357, 4.98, 5.732, 0.663, 82.2, 97.5, 71.1
4480, 2.05, 0.0005179, 4.94, 5.718, 0.67, 82.8, 97.4, 72.0
4608, 2.03, 0.0005, 4.95, 5.717, 0.665, 82.4, 97.4, 71.4
4736, 2.01, 0.0004821, 4.93, 5.702, 0.665, 82.4, 97.5, 71.4
4864, 2.01, 0.0004643, 4.88, 5.732, 0.663, 82.2, 97.5, 71.1
4992, 2.08, 0.0004464, 4.91, 5.708, 0.67, 82.7, 97.5, 71.8
5120, 2.06, 0.0004286, 4.87, 5.706, 0.667, 82.6, 97.5, 71.6
5248, 2.0, 0.0004107, 4.87, 5.712, 0.665, 82.4, 97.5, 71.4
5376, 2.06, 0.0003929, 4.85, 5.708, 0.666, 82.5, 97.5, 71.4
5504, 2.05, 0.000375, 4.82, 5.692, 0.665, 82.4, 97.5, 71.4
5632, 2.01, 0.0003571, 4.84, 5.71, 0.669, 82.7, 97.5, 71.8
5760, 2.05, 0.0003393, 4.81, 5.693, 0.669, 82.7, 97.5, 71.9
5888, 2.1, 0.0003214, 4.81, 5.703, 0.666, 82.5, 97.5, 71.5
6016, 2.01, 0.0003036, 4.78, 5.703, 0.669, 82.7, 97.5, 71.8
6144, 2.01, 0.0002857, 4.79, 5.701, 0.669, 82.7, 97.5, 71.8
6272, 2.09, 0.0002679, 4.76, 5.693, 0.669, 82.7, 97.4, 71.8
6400, 2.05, 0.00025, 4.75, 5.697, 0.67, 82.8, 97.5, 72.0
6528, 2.0, 0.0002321, 4.74, 5.698, 0.669, 82.7, 97.4, 71.8
6656, 2.05, 0.0002143, 4.76, 5.688, 0.671, 82.9, 97.4, 72.1
6784, 2.02, 0.0001964, 4.73, 5.702, 0.673, 83.0, 97.5, 72.3
6912, 2.09, 0.0001786, 4.73, 5.682, 0.67, 82.7, 97.5, 71.9
7040, 2.01, 0.0001607, 4.74, 5.684, 0.672, 82.9, 97.5, 72.2
7168, 2.06, 0.0001429, 4.69, 5.686, 0.672, 82.9, 97.5, 72.2
7296, 2.0, 0.000125, 4.73, 5.696, 0.669, 82.7, 97.5, 71.9
7424, 2.07, 0.0001071, 4.72, 5.697, 0.667, 82.6, 97.5, 71.6
7552, 2.02, 8.93e-05, 4.69, 5.691, 0.67, 82.8, 97.5, 71.9
7680, 2.05, 7.14e-05, 4.7, 5.691, 0.67, 82.8, 97.5, 71.9
7808, 2.11, 5.36e-05, 4.66, 5.691, 0.672, 82.9, 97.5, 72.2
7936, 1.97, 3.57e-05, 4.72, 5.687, 0.671, 82.9, 97.5, 72.1
8064, 2.12, 1.79e-05, 4.67, 5.692, 0.673, 83.0, 97.5, 72.2
8192, 1.96, 0.0, 4.69, 5.694, 0.673, 83.0, 97.5, 72.2
