step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 2.9e-06, n/a, 14.86, -0.003, 29.6, 61.9, 19.4
128, 2.06, 0.000375, 11.98, 9.18, 0.284, 63.6, 78.2, 53.5
256, 2.11, 0.00075, 8.47, 7.986, 0.49, 71.0, 91.7, 57.9
384, 2.03, 0.001125, 7.45, 7.351, 0.531, 71.8, 95.4, 57.5
512, 1.99, 0.0015, 6.93, 6.982, 0.543, 72.4, 96.3, 58.0
640, 2.03, 0.001875, 6.64, 6.713, 0.552, 72.7, 96.8, 58.3
768, 1.94, 0.00225, 6.36, 6.46, 0.569, 74.3, 96.9, 60.3
896, 2.03, 0.002625, 6.11, 6.324, 0.568, 73.9, 97.3, 59.5
1024, 2.2, 0.003, 5.99, 6.19, 0.58, 75.1, 97.3, 61.1
1152, 2.0, 0.0029464, 5.8, 6.104, 0.589, 75.9, 97.5, 62.1
1280, 2.12, 0.0028929, 5.72, 6.035, 0.588, 75.7, 97.5, 61.9
1408, 2.11, 0.0028393, 5.63, 6.014, 0.589, 75.8, 97.6, 61.9
1536, 2.19, 0.0027857, 5.57, 5.95, 0.603, 77.0, 97.5, 63.7
1664, 1.94, 0.0027321, 5.48, 5.909, 0.597, 76.5, 97.6, 62.9
1792, 2.03, 0.0026786, 5.4, 5.882, 0.603, 77.1, 97.6, 63.6
1920, 1.96, 0.002625, 5.37, 5.873, 0.607, 77.4, 97.6, 64.1
2048, 1.94, 0.0025714, 5.33, 5.871, 0.61, 77.7, 97.6, 64.5
2176, 1.97, 0.0025179, 5.26, 5.826, 0.613, 78.0, 97.5, 65.0
2304, 2.01, 0.0024643, 5.25, 5.822, 0.604, 77.2, 97.6, 63.8
2432, 1.97, 0.0024107, 5.2, 5.794, 0.621, 78.6, 97.6, 65.8
2560, 2.01, 0.0023571, 5.18, 5.807, 0.611, 77.8, 97.6, 64.7
2688, 1.99, 0.0023036, 5.14, 5.788, 0.619, 78.4, 97.7, 65.5
2816, 1.95, 0.00225, 5.06, 5.79, 0.617, 78.2, 97.7, 65.2
2944, 2.03, 0.0021964, 5.11, 5.771, 0.614, 78.0, 97.6, 65.0
3072, 1.99, 0.0021429, 5.05, 5.787, 0.619, 78.4, 97.6, 65.6
3200, 1.93, 0.0020893, 5.02, 5.786, 0.614, 78.1, 97.6, 65.1
3328, 2.03, 0.0020357, 5.04, 5.758, 0.62, 78.5, 97.7, 65.6
3456, 2.01, 0.0019821, 4.95, 5.76, 0.623, 78.8, 97.7, 66.0
3584, 1.91, 0.0019286, 4.96, 5.772, 0.624, 78.9, 97.7, 66.2
3712, 2.01, 0.001875, 4.94, 5.752, 0.623, 78.8, 97.7, 66.1
3840, 2.0, 0.0018214, 4.9, 5.759, 0.623, 78.8, 97.6, 66.1
3968, 1.98, 0.0017679, 4.91, 5.765, 0.621, 78.6, 97.6, 65.8
4096, 1.97, 0.0017143, 4.88, 5.757, 0.622, 78.7, 97.7, 66.0
4224, 2.04, 0.0016607, 4.86, 5.747, 0.639, 80.2, 97.6, 68.0
4352, 1.95, 0.0016071, 4.85, 5.741, 0.63, 79.5, 97.6, 67.0
4480, 1.99, 0.0015536, 4.8, 5.734, 0.628, 79.3, 97.6, 66.8
4608, 1.97, 0.0015, 4.82, 5.737, 0.627, 79.2, 97.6, 66.7
4736, 1.95, 0.0014464, 4.79, 5.725, 0.631, 79.5, 97.6, 67.1
4864, 1.95, 0.0013929, 4.75, 5.756, 0.629, 79.4, 97.6, 66.9
4992, 2.0, 0.0013393, 4.78, 5.737, 0.629, 79.3, 97.6, 66.8
5120, 2.0, 0.0012857, 4.73, 5.734, 0.632, 79.6, 97.6, 67.1
5248, 1.94, 0.0012321, 4.73, 5.748, 0.627, 79.2, 97.6, 66.6
5376, 2.0, 0.0011786, 4.71, 5.739, 0.627, 79.2, 97.6, 66.7
5504, 1.98, 0.001125, 4.67, 5.729, 0.628, 79.3, 97.6, 66.7
5632, 1.94, 0.0010714, 4.71, 5.742, 0.628, 79.3, 97.6, 66.8
5760, 1.99, 0.0010179, 4.67, 5.732, 0.632, 79.6, 97.6, 67.2
5888, 2.03, 0.0009643, 4.66, 5.744, 0.627, 79.2, 97.6, 66.6
6016, 1.94, 0.0009107, 4.65, 5.745, 0.63, 79.5, 97.6, 67.0
6144, 1.94, 0.0008571, 4.64, 5.745, 0.629, 79.4, 97.6, 66.9
6272, 2.02, 0.0008036, 4.62, 5.747, 0.629, 79.4, 97.6, 66.9
6400, 1.99, 0.00075, 4.6, 5.747, 0.629, 79.4, 97.6, 66.9
6528, 1.94, 0.0006964, 4.58, 5.747, 0.632, 79.7, 97.6, 67.3
6656, 1.99, 0.0006429, 4.61, 5.729, 0.633, 79.7, 97.6, 67.4
6784, 1.95, 0.0005893, 4.57, 5.744, 0.634, 79.8, 97.6, 67.5
6912, 2.03, 0.0005357, 4.56, 5.729, 0.632, 79.6, 97.7, 67.2
7040, 1.95, 0.0004821, 4.58, 5.732, 0.631, 79.6, 97.6, 67.2
7168, 1.99, 0.0004286, 4.53, 5.733, 0.635, 79.9, 97.6, 67.6
7296, 1.94, 0.000375, 4.56, 5.744, 0.629, 79.4, 97.6, 66.9
7424, 2.01, 0.0003214, 4.54, 5.744, 0.628, 79.3, 97.6, 66.8
7552, 1.96, 0.0002679, 4.51, 5.738, 0.631, 79.5, 97.6, 67.0
7680, 1.99, 0.0002143, 4.52, 5.736, 0.63, 79.5, 97.6, 67.1
7808, 2.05, 0.0001607, 4.48, 5.738, 0.634, 79.8, 97.6, 67.5
7936, 1.9, 0.0001071, 4.53, 5.739, 0.632, 79.6, 97.6, 67.3
8064, 2.05, 5.36e-05, 4.49, 5.741, 0.632, 79.6, 97.5, 67.3
8192, 1.91, 0.0, 4.5, 5.737, 0.632, 79.6, 97.6, 67.2
