step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 1e-06, n/a, 14.876, 0.007, 30.0, 62.9, 19.7
128, 2.01, 0.000125, 13.42, 9.823, 0.224, 53.3, 77.9, 40.5
256, 2.11, 0.00025, 9.15, 8.998, 0.482, 74.9, 87.1, 65.7
384, 2.02, 0.000375, 8.49, 8.216, 0.646, 83.6, 93.1, 75.9
512, 2.04, 0.0005, 7.76, 7.612, 0.7, 86.2, 95.1, 78.9
640, 2.05, 0.000625, 7.26, 7.217, 0.722, 87.3, 95.9, 80.0
768, 2.06, 0.00075, 6.89, 6.964, 0.733, 87.8, 96.1, 80.8
896, 1.97, 0.000875, 6.66, 6.763, 0.738, 88.0, 96.5, 80.9
1024, 2.11, 0.001, 6.48, 6.588, 0.745, 88.4, 96.6, 81.5
1152, 2.01, 0.0009821, 6.27, 6.499, 0.743, 88.1, 96.8, 80.9
1280, 2.11, 0.0009643, 6.19, 6.397, 0.744, 88.2, 97.0, 80.8
1408, 2.05, 0.0009464, 6.06, 6.313, 0.745, 88.2, 97.1, 80.7
1536, 1.94, 0.0009286, 5.96, 6.229, 0.748, 88.4, 97.0, 81.1
1664, 2.12, 0.0009107, 5.91, 6.188, 0.748, 88.3, 97.3, 80.8
1792, 2.06, 0.0008929, 5.79, 6.134, 0.746, 88.1, 97.4, 80.5
1920, 2.06, 0.000875, 5.77, 6.09, 0.75, 88.4, 97.3, 81.0
2048, 2.0, 0.0008571, 5.69, 6.054, 0.75, 88.4, 97.4, 81.0
2176, 2.05, 0.0008393, 5.64, 6.019, 0.75, 88.4, 97.3, 81.0
2304, 2.06, 0.0008214, 5.62, 5.99, 0.75, 88.4, 97.4, 80.9
2432, 2.01, 0.0008036, 5.55, 5.974, 0.749, 88.3, 97.4, 80.8
2560, 2.15, 0.0007857, 5.51, 5.946, 0.753, 88.6, 97.4, 81.2
2688, 1.95, 0.0007679, 5.48, 5.928, 0.75, 88.4, 97.4, 80.8
2816, 2.04, 0.00075, 5.43, 5.92, 0.752, 88.5, 97.5, 81.0
2944, 2.05, 0.0007321, 5.38, 5.892, 0.75, 88.3, 97.5, 80.8
3072, 2.08, 0.0007143, 5.4, 5.898, 0.751, 88.4, 97.4, 80.9
3200, 2.01, 0.0006964, 5.34, 5.877, 0.753, 88.5, 97.4, 81.1
3328, 2.06, 0.0006786, 5.33, 5.852, 0.752, 88.5, 97.4, 81.1
3456, 2.01, 0.0006607, 5.27, 5.858, 0.749, 88.2, 97.5, 80.5
3584, 2.08, 0.0006429, 5.26, 5.853, 0.751, 88.4, 97.5, 80.8
3712, 2.04, 0.000625, 5.26, 5.851, 0.752, 88.4, 97.5, 80.9
3840, 2.05, 0.0006071, 5.22, 5.807, 0.75, 88.3, 97.5, 80.7
3968, 2.06, 0.0005893, 5.21, 5.818, 0.751, 88.4, 97.5, 80.9
4096, 2.08, 0.0005714, 5.17, 5.817, 0.752, 88.4, 97.5, 80.9
4224, 2.03, 0.0005536, 5.14, 5.807, 0.75, 88.3, 97.6, 80.6
4352, 2.02, 0.0005357, 5.15, 5.782, 0.751, 88.3, 97.5, 80.8
4480, 2.01, 0.0005179, 5.14, 5.804, 0.752, 88.4, 97.5, 80.9
4608, 2.12, 0.0005, 5.08, 5.783, 0.753, 88.5, 97.5, 81.0
4736, 2.01, 0.0004821, 5.09, 5.802, 0.752, 88.4, 97.5, 80.9
4864, 2.08, 0.0004643, 5.07, 5.775, 0.753, 88.5, 97.6, 80.9
4992, 2.01, 0.0004464, 5.06, 5.776, 0.753, 88.5, 97.5, 81.0
5120, 2.0, 0.0004286, 5.01, 5.773, 0.752, 88.5, 97.5, 81.0
5248, 2.04, 0.0004107, 5.04, 5.769, 0.752, 88.4, 97.5, 80.9
5376, 2.05, 0.0003929, 5.02, 5.771, 0.751, 88.4, 97.5, 80.8
5504, 2.06, 0.000375, 4.99, 5.772, 0.751, 88.4, 97.5, 80.8
5632, 2.09, 0.0003571, 4.97, 5.771, 0.752, 88.4, 97.5, 80.9
5760, 2.1, 0.0003393, 5.0, 5.776, 0.752, 88.5, 97.5, 80.9
5888, 2.0, 0.0003214, 4.95, 5.759, 0.753, 88.5, 97.5, 81.0
6016, 2.08, 0.0003036, 4.96, 5.748, 0.752, 88.4, 97.5, 80.9
6144, 2.02, 0.0002857, 4.91, 5.754, 0.752, 88.5, 97.5, 80.9
6272, 2.03, 0.0002679, 4.95, 5.761, 0.753, 88.5, 97.5, 81.0
6400, 2.06, 0.00025, 4.91, 5.748, 0.753, 88.5, 97.5, 81.0
6528, 2.01, 0.0002321, 4.9, 5.74, 0.753, 88.5, 97.5, 81.0
6656, 2.09, 0.0002143, 4.92, 5.749, 0.753, 88.5, 97.5, 81.1
6784, 2.02, 0.0001964, 4.87, 5.749, 0.752, 88.4, 97.5, 80.9
6912, 2.09, 0.0001786, 4.89, 5.736, 0.752, 88.4, 97.5, 80.8
7040, 2.07, 0.0001607, 4.89, 5.748, 0.752, 88.4, 97.5, 80.9
7168, 2.03, 0.0001429, 4.87, 5.76, 0.752, 88.4, 97.5, 80.9
7296, 2.03, 0.000125, 4.85, 5.746, 0.752, 88.4, 97.4, 81.0
7424, 2.09, 0.0001071, 4.87, 5.744, 0.752, 88.4, 97.5, 80.9
7552, 2.1, 8.93e-05, 4.84, 5.734, 0.752, 88.5, 97.5, 81.0
7680, 1.98, 7.14e-05, 4.85, 5.743, 0.753, 88.5, 97.5, 81.0
7808, 2.08, 5.36e-05, 4.85, 5.745, 0.752, 88.4, 97.5, 80.9
7936, 2.11, 3.57e-05, 4.83, 5.739, 0.752, 88.5, 97.5, 80.9
8064, 2.02, 1.79e-05, 4.82, 5.739, 0.753, 88.5, 97.5, 81.0
8192, 2.02, 0.0, 4.84, 5.744, 0.752, 88.5, 97.5, 81.0
