step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 1e-06, n/a, 14.868, -0.006, 29.4, 61.7, 19.3
128, 2.02, 0.000125, 13.6, 10.122, 0.195, 43.6, 79.3, 30.1
256, 2.02, 0.00025, 9.16, 9.009, 0.489, 75.3, 87.3, 66.1
384, 2.05, 0.000375, 8.46, 8.187, 0.643, 83.7, 92.6, 76.3
512, 2.0, 0.0005, 7.71, 7.533, 0.695, 86.0, 94.8, 78.7
640, 2.1, 0.000625, 7.18, 7.127, 0.723, 87.6, 95.3, 81.1
768, 2.04, 0.00075, 6.86, 6.912, 0.731, 87.9, 95.8, 81.1
896, 2.01, 0.000875, 6.58, 6.678, 0.735, 88.0, 96.1, 81.0
1024, 2.05, 0.001, 6.42, 6.528, 0.739, 88.1, 96.4, 81.1
1152, 2.02, 0.0009821, 6.24, 6.394, 0.744, 88.3, 96.6, 81.3
1280, 2.08, 0.0009643, 6.11, 6.282, 0.744, 88.2, 96.8, 81.1
1408, 1.99, 0.0009464, 6.0, 6.232, 0.745, 88.2, 96.9, 81.0
1536, 2.04, 0.0009286, 5.91, 6.159, 0.746, 88.3, 97.0, 81.0
1664, 2.0, 0.0009107, 5.83, 6.077, 0.748, 88.4, 97.1, 81.1
1792, 2.06, 0.0008929, 5.74, 6.024, 0.747, 88.3, 97.1, 81.0
1920, 2.01, 0.000875, 5.69, 5.994, 0.75, 88.5, 97.1, 81.3
2048, 2.02, 0.0008571, 5.64, 5.979, 0.748, 88.3, 97.2, 80.9
2176, 2.08, 0.0008393, 5.59, 5.969, 0.749, 88.4, 97.2, 81.1
2304, 1.98, 0.0008214, 5.54, 5.905, 0.749, 88.4, 97.3, 81.0
2432, 2.08, 0.0008036, 5.49, 5.889, 0.748, 88.3, 97.3, 80.9
2560, 1.95, 0.0007857, 5.45, 5.842, 0.748, 88.3, 97.3, 80.8
2688, 2.08, 0.0007679, 5.42, 5.836, 0.752, 88.5, 97.3, 81.2
2816, 2.06, 0.00075, 5.35, 5.802, 0.751, 88.5, 97.3, 81.1
2944, 2.01, 0.0007321, 5.36, 5.803, 0.747, 88.2, 97.4, 80.6
3072, 2.07, 0.0007143, 5.32, 5.763, 0.751, 88.4, 97.4, 81.0
3200, 1.94, 0.0006964, 5.24, 5.767, 0.75, 88.4, 97.3, 81.0
