step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 1e-06, n/a, 14.882, 0.0, 29.7, 62.2, 19.5
128, 2.1, 0.000125, 13.58, 10.004, 0.221, 50.1, 79.0, 36.7
256, 2.05, 0.00025, 9.15, 9.003, 0.495, 75.9, 87.2, 67.1
384, 2.01, 0.000375, 8.5, 8.211, 0.621, 82.2, 92.5, 73.9
512, 2.0, 0.0005, 7.76, 7.64, 0.686, 85.4, 94.8, 77.8
640, 2.08, 0.000625, 7.22, 7.222, 0.713, 86.9, 95.4, 79.7
768, 2.1, 0.00075, 6.88, 6.971, 0.73, 87.8, 95.8, 81.0
896, 2.06, 0.000875, 6.65, 6.738, 0.734, 87.8, 96.3, 80.8
1024, 2.03, 0.001, 6.43, 6.594, 0.736, 87.9, 96.5, 80.6
1152, 2.05, 0.0009821, 6.27, 6.463, 0.741, 88.1, 96.7, 80.9
1280, 2.04, 0.0009643, 6.18, 6.365, 0.744, 88.2, 96.8, 81.0
1408, 2.11, 0.0009464, 6.04, 6.273, 0.743, 88.1, 97.0, 80.7
1536, 2.18, 0.0009286, 5.95, 6.243, 0.744, 88.1, 97.0, 80.7
1664, 2.12, 0.0009107, 5.9, 6.174, 0.748, 88.4, 97.0, 81.2
1792, 2.1, 0.0008929, 5.78, 6.132, 0.749, 88.5, 97.0, 81.4
1920, 2.19, 0.000875, 5.78, 6.101, 0.749, 88.4, 97.1, 81.1
2048, 2.07, 0.0008571, 5.7, 6.06, 0.749, 88.4, 97.1, 81.1
2176, 2.06, 0.0008393, 5.62, 6.041, 0.749, 88.4, 97.1, 81.2
2304, 2.03, 0.0008214, 5.62, 6.018, 0.748, 88.3, 97.2, 80.9
2432, 2.09, 0.0008036, 5.56, 5.972, 0.751, 88.5, 97.2, 81.2
2560, 2.03, 0.0007857, 5.51, 5.947, 0.749, 88.4, 97.2, 81.0
2688, 2.03, 0.0007679, 5.49, 5.96, 0.75, 88.5, 97.2, 81.2
2816, 2.13, 0.00075, 5.42, 5.915, 0.75, 88.4, 97.3, 81.1
2944, 2.09, 0.0007321, 5.43, 5.905, 0.751, 88.5, 97.3, 81.2
3072, 1.96, 0.0007143, 5.36, 5.9, 0.75, 88.4, 97.3, 81.0
3200, 2.05, 0.0006964, 5.34, 5.876, 0.748, 88.3, 97.3, 80.8
3328, 2.07, 0.0006786, 5.36, 5.876, 0.752, 88.5, 97.3, 81.1
3456, 2.03, 0.0006607, 5.28, 5.881, 0.749, 88.4, 97.3, 80.9
3584, 2.05, 0.0006429, 5.28, 5.847, 0.749, 88.3, 97.3, 80.8
3712, 2.05, 0.000625, 5.24, 5.834, 0.751, 88.5, 97.3, 81.1
3840, 2.08, 0.0006071, 5.23, 5.84, 0.75, 88.4, 97.3, 81.1
3968, 2.01, 0.0005893, 5.21, 5.834, 0.75, 88.4, 97.3, 81.0
4096, 2.1, 0.0005714, 5.19, 5.824, 0.749, 88.3, 97.3, 80.9
4224, 1.98, 0.0005536, 5.15, 5.826, 0.75, 88.4, 97.4, 80.9
4352, 2.09, 0.0005357, 5.15, 5.817, 0.749, 88.3, 97.4, 80.8
4480, 2.06, 0.0005179, 5.13, 5.826, 0.75, 88.4, 97.3, 81.1
4608, 1.99, 0.0005, 5.12, 5.804, 0.752, 88.5, 97.4, 81.1
4736, 2.1, 0.0004821, 5.07, 5.802, 0.752, 88.5, 97.3, 81.1
4864, 2.19, 0.0004643, 5.06, 5.787, 0.751, 88.5, 97.3, 81.1
4992, 2.12, 0.0004464, 5.09, 5.791, 0.751, 88.4, 97.4, 80.9
5120, 2.08, 0.0004286, 5.02, 5.768, 0.752, 88.5, 97.4, 81.1
