step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 1e-06, n/a, 14.878, 0.002, 29.8, 62.4, 19.6
128, 2.14, 0.000125, 13.53, 9.853, 0.215, 52.4, 77.5, 39.6
256, 2.12, 0.00025, 9.14, 9.004, 0.506, 76.3, 88.0, 67.3
384, 2.12, 0.000375, 8.5, 8.222, 0.647, 83.5, 93.4, 75.4
512, 2.07, 0.0005, 7.76, 7.629, 0.708, 86.7, 95.1, 79.7
640, 1.96, 0.000625, 7.24, 7.222, 0.731, 87.8, 95.9, 81.0
768, 2.2, 0.00075, 6.89, 6.91, 0.739, 88.2, 96.2, 81.4
896, 2.13, 0.000875, 6.63, 6.717, 0.739, 88.1, 96.5, 81.1
1024, 2.02, 0.001, 6.43, 6.616, 0.747, 88.5, 96.6, 81.7
1152, 2.08, 0.0009821, 6.25, 6.403, 0.745, 88.3, 96.8, 81.2
1280, 1.95, 0.0009643, 6.13, 6.265, 0.748, 88.5, 96.9, 81.4
1408, 2.04, 0.0009464, 6.01, 6.202, 0.748, 88.4, 97.1, 81.2
1536, 2.24, 0.0009286, 5.93, 6.248, 0.748, 88.4, 97.1, 81.1
1664, 2.11, 0.0009107, 5.85, 6.075, 0.745, 88.1, 97.3, 80.6
1792, 2.16, 0.0008929, 5.76, 6.045, 0.75, 88.4, 97.2, 81.1
1920, 2.12, 0.000875, 5.71, 5.996, 0.75, 88.4, 97.2, 81.1
2048, 2.14, 0.0008571, 5.65, 5.972, 0.751, 88.4, 97.3, 81.1
2176, 2.07, 0.0008393, 5.61, 5.933, 0.748, 88.3, 97.3, 80.7
2304, 2.04, 0.0008214, 5.57, 5.895, 0.75, 88.4, 97.3, 81.0
2432, 2.03, 0.0008036, 5.53, 5.898, 0.743, 87.9, 97.4, 80.1
2560, 2.06, 0.0007857, 5.47, 5.89, 0.75, 88.4, 97.3, 80.9
2688, 2.02, 0.0007679, 5.44, 5.817, 0.75, 88.4, 97.4, 80.9
2816, 2.02, 0.00075, 5.4, 5.817, 0.75, 88.3, 97.4, 80.8
2944, 2.09, 0.0007321, 5.38, 5.808, 0.751, 88.4, 97.4, 80.9
3072, 1.98, 0.0007143, 5.35, 5.775, 0.749, 88.2, 97.5, 80.6
3200, 2.0, 0.0006964, 5.32, 5.782, 0.749, 88.3, 97.5, 80.7
3328, 2.09, 0.0006786, 5.29, 5.752, 0.75, 88.3, 97.5, 80.7
3456, 2.12, 0.0006607, 5.25, 5.742, 0.748, 88.2, 97.4, 80.6
3584, 2.14, 0.0006429, 5.2, 5.724, 0.748, 88.2, 97.5, 80.5
3712, 2.16, 0.000625, 5.24, 5.744, 0.75, 88.3, 97.4, 80.8
3840, 2.05, 0.0006071, 5.19, 5.702, 0.75, 88.3, 97.5, 80.7
3968, 2.04, 0.0005893, 5.18, 5.706, 0.749, 88.3, 97.5, 80.7
4096, 2.05, 0.0005714, 5.13, 5.705, 0.748, 88.2, 97.5, 80.5
4224, 2.09, 0.0005536, 5.13, 5.724, 0.749, 88.2, 97.5, 80.6
4352, 1.96, 0.0005357, 5.1, 5.673, 0.749, 88.2, 97.5, 80.5
4480, 2.06, 0.0005179, 5.09, 5.664, 0.749, 88.3, 97.5, 80.6
4608, 1.93, 0.0005, 5.05, 5.676, 0.747, 88.1, 97.5, 80.4
4736, 2.05, 0.0004821, 5.05, 5.67, 0.747, 88.1, 97.5, 80.5
4864, 2.04, 0.0004643, 5.04, 5.657, 0.749, 88.2, 97.6, 80.5
4992, 2.07, 0.0004464, 5.02, 5.65, 0.748, 88.2, 97.5, 80.5
5120, 2.0, 0.0004286, 5.0, 5.654, 0.749, 88.3, 97.5, 80.6
5248, 2.07, 0.0004107, 4.99, 5.654, 0.75, 88.3, 97.5, 80.7
5376, 1.95, 0.0003929, 4.97, 5.641, 0.749, 88.2, 97.5, 80.6
5504, 2.04, 0.000375, 4.97, 5.635, 0.749, 88.2, 97.5, 80.6
5632, 2.15, 0.0003571, 4.95, 5.639, 0.75, 88.3, 97.5, 80.8
5760, 2.09, 0.0003393, 4.94, 5.637, 0.749, 88.3, 97.5, 80.6
5888, 2.18, 0.0003214, 4.91, 5.634, 0.749, 88.3, 97.5, 80.6
6016, 1.97, 0.0003036, 4.91, 5.64, 0.749, 88.3, 97.5, 80.7
6144, 2.01, 0.0002857, 4.87, 5.626, 0.75, 88.3, 97.5, 80.7
6272, 2.07, 0.0002679, 4.92, 5.629, 0.748, 88.2, 97.5, 80.5
6400, 2.01, 0.00025, 4.88, 5.615, 0.749, 88.3, 97.5, 80.6
6528, 2.01, 0.0002321, 4.84, 5.617, 0.748, 88.2, 97.5, 80.5
6656, 1.99, 0.0002143, 4.89, 5.621, 0.748, 88.2, 97.4, 80.6
6784, 2.05, 0.0001964, 4.85, 5.616, 0.75, 88.3, 97.5, 80.7
6912, 2.01, 0.0001786, 4.83, 5.622, 0.749, 88.3, 97.5, 80.6
7040, 1.99, 0.0001607, 4.84, 5.616, 0.749, 88.2, 97.5, 80.6
7168, 2.0, 0.0001429, 4.81, 5.614, 0.749, 88.3, 97.5, 80.6
7296, 2.07, 0.000125, 4.85, 5.623, 0.748, 88.2, 97.5, 80.6
7424, 2.05, 0.0001071, 4.81, 5.616, 0.748, 88.2, 97.5, 80.5
7552, 2.1, 8.93e-05, 4.8, 5.613, 0.749, 88.3, 97.5, 80.6
7680, 2.12, 7.14e-05, 4.81, 5.618, 0.749, 88.3, 97.5, 80.6
7808, 2.08, 5.36e-05, 4.79, 5.614, 0.749, 88.3, 97.5, 80.6
7936, 1.94, 3.57e-05, 4.8, 5.613, 0.748, 88.2, 97.5, 80.5
8064, 2.02, 1.79e-05, 4.79, 5.613, 0.748, 88.2, 97.5, 80.6
8192, 2.03, 0.0, 4.81, 5.613, 0.749, 88.2, 97.5, 80.6
