step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 1e-06, n/a, 14.879, 0.001, 29.7, 62.3, 19.5
128, 2.15, 0.000125, 13.51, 9.806, 0.225, 55.2, 77.2, 42.9
256, 1.99, 0.00025, 9.13, 9.008, 0.503, 75.9, 88.0, 66.7
384, 2.13, 0.000375, 8.53, 8.258, 0.645, 83.4, 93.2, 75.5
512, 2.06, 0.0005, 7.78, 7.654, 0.705, 86.6, 95.0, 79.6
640, 2.0, 0.000625, 7.25, 7.229, 0.732, 88.0, 95.7, 81.4
768, 2.09, 0.00075, 6.9, 6.959, 0.736, 88.0, 96.1, 81.2
896, 2.04, 0.000875, 6.66, 6.756, 0.737, 87.9, 96.7, 80.6
1024, 1.98, 0.001, 6.47, 6.582, 0.746, 88.4, 96.8, 81.3
1152, 2.1, 0.0009821, 6.29, 6.461, 0.746, 88.3, 96.9, 81.1
1280, 2.05, 0.0009643, 6.16, 6.377, 0.749, 88.4, 97.0, 81.2
1408, 2.14, 0.0009464, 6.06, 6.284, 0.753, 88.7, 97.1, 81.6
1536, 2.21, 0.0009286, 5.97, 6.226, 0.754, 88.7, 97.1, 81.6
1664, 2.11, 0.0009107, 5.89, 6.164, 0.748, 88.3, 97.3, 80.8
1792, 2.15, 0.0008929, 5.8, 6.128, 0.755, 88.7, 97.3, 81.5
1920, 2.12, 0.000875, 5.76, 6.1, 0.754, 88.6, 97.3, 81.4
2048, 2.14, 0.0008571, 5.68, 6.055, 0.758, 88.9, 97.3, 81.8
2176, 2.18, 0.0008393, 5.64, 5.998, 0.758, 88.9, 97.3, 81.8
2304, 2.1, 0.0008214, 5.61, 6.0, 0.757, 88.8, 97.4, 81.6
2432, 2.06, 0.0008036, 5.55, 5.963, 0.753, 88.5, 97.4, 81.1
2560, 2.05, 0.0007857, 5.51, 5.943, 0.757, 88.8, 97.4, 81.6
2688, 1.99, 0.0007679, 5.46, 5.934, 0.758, 88.8, 97.5, 81.6
2816, 2.01, 0.00075, 5.43, 5.898, 0.758, 88.8, 97.4, 81.7
2944, 2.04, 0.0007321, 5.41, 5.889, 0.757, 88.8, 97.4, 81.7
3072, 2.04, 0.0007143, 5.38, 5.871, 0.756, 88.7, 97.5, 81.3
3200, 2.01, 0.0006964, 5.35, 5.869, 0.757, 88.8, 97.5, 81.5
3328, 2.05, 0.0006786, 5.32, 5.841, 0.756, 88.7, 97.4, 81.5
3456, 1.99, 0.0006607, 5.27, 5.861, 0.759, 88.8, 97.5, 81.6
3584, 2.07, 0.0006429, 5.24, 5.853, 0.758, 88.8, 97.5, 81.5
3712, 2.05, 0.000625, 5.26, 5.827, 0.758, 88.8, 97.5, 81.6
3840, 2.12, 0.0006071, 5.22, 5.817, 0.758, 88.8, 97.5, 81.5
3968, 2.15, 0.0005893, 5.21, 5.812, 0.759, 88.9, 97.4, 81.7
4096, 2.12, 0.0005714, 5.17, 5.823, 0.759, 88.9, 97.5, 81.6
4224, 2.08, 0.0005536, 5.16, 5.807, 0.759, 88.8, 97.5, 81.6
4352, 2.0, 0.0005357, 5.13, 5.801, 0.758, 88.8, 97.6, 81.4
4480, 2.05, 0.0005179, 5.11, 5.782, 0.759, 88.9, 97.5, 81.6
4608, 1.92, 0.0005, 5.1, 5.778, 0.758, 88.8, 97.5, 81.5
4736, 2.05, 0.0004821, 5.09, 5.769, 0.757, 88.8, 97.5, 81.5
4864, 2.07, 0.0004643, 5.08, 5.769, 0.757, 88.7, 97.5, 81.4
4992, 2.1, 0.0004464, 5.04, 5.779, 0.759, 88.9, 97.5, 81.6
5120, 2.0, 0.0004286, 5.02, 5.78, 0.759, 88.9, 97.5, 81.6
5248, 2.07, 0.0004107, 5.02, 5.773, 0.757, 88.8, 97.5, 81.5
5376, 1.97, 0.0003929, 5.01, 5.765, 0.759, 88.8, 97.5, 81.6
5504, 2.05, 0.000375, 5.01, 5.767, 0.757, 88.7, 97.5, 81.4
5632, 2.06, 0.0003571, 4.98, 5.777, 0.759, 88.9, 97.5, 81.6
5760, 1.97, 0.0003393, 4.97, 5.774, 0.758, 88.8, 97.5, 81.6
5888, 2.11, 0.0003214, 4.95, 5.763, 0.76, 88.9, 97.5, 81.7
6016, 1.98, 0.0003036, 4.95, 5.747, 0.758, 88.8, 97.5, 81.5
6144, 1.99, 0.0002857, 4.9, 5.76, 0.759, 88.9, 97.5, 81.6
6272, 2.07, 0.0002679, 4.96, 5.75, 0.759, 88.8, 97.6, 81.5
6400, 2.0, 0.00025, 4.91, 5.748, 0.759, 88.9, 97.5, 81.7
6528, 2.02, 0.0002321, 4.88, 5.751, 0.758, 88.8, 97.5, 81.5
6656, 2.03, 0.0002143, 4.92, 5.75, 0.758, 88.8, 97.5, 81.6
6784, 2.07, 0.0001964, 4.88, 5.73, 0.759, 88.9, 97.5, 81.7
6912, 2.14, 0.0001786, 4.88, 5.74, 0.759, 88.9, 97.5, 81.6
7040, 2.09, 0.0001607, 4.88, 5.741, 0.759, 88.9, 97.5, 81.6
7168, 2.09, 0.0001429, 4.84, 5.746, 0.76, 88.9, 97.5, 81.7
