step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 6e-07, n/a, 14.881, -0.003, 29.6, 62.0, 19.4
128, 2.01, 7.5e-05, 14.21, 12.718, 0.176, 41.7, 78.0, 28.4
256, 2.04, 0.00015, 9.72, 9.229, 0.309, 65.4, 79.2, 55.7
384, 2.04, 0.000225, 8.89, 8.712, 0.563, 79.5, 89.9, 71.2
512, 2.02, 0.0003, 8.27, 8.083, 0.641, 83.1, 93.3, 74.9
640, 2.12, 0.000375, 7.66, 7.566, 0.693, 86.2, 94.3, 79.3
768, 2.02, 0.00045, 7.24, 7.22, 0.718, 87.4, 95.0, 80.9
896, 2.08, 0.000525, 6.94, 6.954, 0.731, 88.0, 95.6, 81.5
1024, 2.08, 0.0006, 6.68, 6.762, 0.735, 88.0, 95.9, 81.4
1152, 2.03, 0.0005893, 6.49, 6.604, 0.738, 88.2, 96.1, 81.5
1280, 2.06, 0.0005786, 6.37, 6.484, 0.743, 88.5, 96.2, 81.9
1408, 2.08, 0.0005679, 6.23, 6.384, 0.741, 88.3, 96.4, 81.4
1536, 2.05, 0.0005571, 6.12, 6.315, 0.745, 88.5, 96.4, 81.8
1664, 2.03, 0.0005464, 6.06, 6.252, 0.747, 88.6, 96.4, 81.9
1792, 2.01, 0.0005357, 5.95, 6.186, 0.746, 88.5, 96.6, 81.6
1920, 2.14, 0.000525, 5.93, 6.137, 0.747, 88.5, 96.6, 81.6
2048, 2.16, 0.0005143, 5.85, 6.11, 0.749, 88.6, 96.7, 81.7
2176, 2.18, 0.0005036, 5.78, 6.073, 0.75, 88.6, 96.7, 81.8
2304, 2.03, 0.0004929, 5.75, 6.074, 0.75, 88.6, 96.7, 81.7
2432, 2.06, 0.0004821, 5.71, 5.997, 0.751, 88.7, 96.7, 81.8
2560, 2.04, 0.0004714, 5.65, 5.981, 0.749, 88.6, 96.8, 81.6
2688, 2.05, 0.0004607, 5.63, 5.935, 0.75, 88.6, 96.8, 81.7
2816, 2.1, 0.00045, 5.56, 5.947, 0.75, 88.6, 96.9, 81.6
2944, 2.05, 0.0004393, 5.57, 5.926, 0.749, 88.5, 96.9, 81.5
3072, 1.99, 0.0004286, 5.51, 5.889, 0.75, 88.6, 96.8, 81.7
3200, 2.06, 0.0004179, 5.46, 5.888, 0.749, 88.5, 96.9, 81.5
3328, 2.18, 0.0004071, 5.5, 5.859, 0.749, 88.5, 96.9, 81.5
3456, 2.03, 0.0003964, 5.42, 5.837, 0.75, 88.6, 96.9, 81.5
3584, 2.03, 0.0003857, 5.41, 5.831, 0.751, 88.6, 96.9, 81.6
3712, 2.06, 0.000375, 5.37, 5.807, 0.752, 88.7, 96.9, 81.8
3840, 2.07, 0.0003643, 5.37, 5.803, 0.751, 88.6, 96.9, 81.6
3968, 2.01, 0.0003536, 5.34, 5.787, 0.752, 88.6, 97.0, 81.6
4096, 2.06, 0.0003429, 5.32, 5.793, 0.75, 88.6, 97.0, 81.5
4224, 1.98, 0.0003321, 5.28, 5.768, 0.75, 88.6, 97.0, 81.5
4352, 2.09, 0.0003214, 5.29, 5.765, 0.751, 88.6, 97.0, 81.6
4480, 2.07, 0.0003107, 5.26, 5.795, 0.751, 88.6, 97.0, 81.5
4608, 1.99, 0.0003, 5.26, 5.752, 0.751, 88.6, 97.0, 81.5
4736, 2.04, 0.0002893, 5.21, 5.756, 0.752, 88.7, 97.0, 81.7
4864, 2.19, 0.0002786, 5.2, 5.752, 0.753, 88.7, 97.0, 81.7
4992, 2.0, 0.0002679, 5.21, 5.74, 0.752, 88.6, 97.0, 81.6
5120, 2.01, 0.0002571, 5.15, 5.74, 0.752, 88.6, 97.0, 81.6
5248, 2.09, 0.0002464, 5.19, 5.747, 0.751, 88.6, 97.0, 81.4
5376, 2.04, 0.0002357, 5.15, 5.712, 0.751, 88.6, 97.1, 81.4
5504, 2.03, 0.000225, 5.11, 5.719, 0.753, 88.7, 97.0, 81.7
5632, 2.03, 0.0002143, 5.14, 5.717, 0.751, 88.6, 97.0, 81.5
5760, 2.1, 0.0002036, 5.1, 5.713, 0.751, 88.5, 97.1, 81.4
5888, 2.19, 0.0001929, 5.12, 5.717, 0.751, 88.6, 97.0, 81.5
6016, 2.1, 0.0001821, 5.08, 5.717, 0.751, 88.5, 97.1, 81.4
6144, 2.01, 0.0001714, 5.08, 5.716, 0.752, 88.7, 97.0, 81.6
6272, 2.12, 0.0001607, 5.09, 5.703, 0.751, 88.6, 97.0, 81.5
6400, 2.08, 0.00015, 5.05, 5.716, 0.752, 88.6, 97.0, 81.5
6528, 2.02, 0.0001393, 5.06, 5.701, 0.752, 88.7, 97.0, 81.6
6656, 2.04, 0.0001286, 5.04, 5.689, 0.751, 88.6, 97.0, 81.5
6784, 2.12, 0.0001179, 5.05, 5.699, 0.752, 88.6, 97.1, 81.5
6912, 1.98, 0.0001071, 5.02, 5.689, 0.751, 88.6, 97.1, 81.4
7040, 2.04, 9.64e-05, 5.02, 5.691, 0.753, 88.7, 97.1, 81.6
7168, 2.1, 8.57e-05, 5.01, 5.688, 0.752, 88.7, 97.0, 81.6
7296, 2.0, 7.5e-05, 5.01, 5.697, 0.752, 88.6, 97.1, 81.5
7424, 1.99, 6.43e-05, 5.01, 5.692, 0.752, 88.6, 97.1, 81.6
7552, 2.1, 5.36e-05, 5.0, 5.693, 0.752, 88.6, 97.1, 81.5
7680, 2.03, 4.29e-05, 5.01, 5.686, 0.752, 88.6, 97.0, 81.5
7808, 2.08, 3.21e-05, 4.99, 5.69, 0.753, 88.7, 97.1, 81.6
7936, 1.98, 2.14e-05, 4.99, 5.687, 0.751, 88.6, 97.0, 81.5
8064, 1.99, 1.07e-05, 4.98, 5.688, 0.752, 88.6, 97.1, 81.6
8192, 2.06, 0.0, 5.01, 5.688, 0.753, 88.7, 97.1, 81.6
