step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 0.0049994, n/a, 6.095, -0.003, 13.0, 21.6, 9.3
128, 2.2, 0.0049219, 3.59, 3.115, 0.797, 84.2, 80.1, 88.8
256, 2.2, 0.0048437, 2.93, 2.791, 0.844, 87.9, 85.4, 90.5
384, 2.2, 0.0047656, 2.71, 2.66, 0.865, 89.5, 87.4, 91.7
512, 2.23, 0.0046875, 2.59, 2.593, 0.871, 90.0, 88.2, 91.9
640, 2.19, 0.0046094, 2.54, 2.559, 0.875, 90.3, 88.6, 92.0
768, 2.25, 0.0045312, 2.53, 2.535, 0.88, 90.6, 89.1, 92.2
896, 2.21, 0.0044531, 2.47, 2.514, 0.881, 90.7, 89.2, 92.2
1024, 2.23, 0.004375, 2.48, 2.495, 0.881, 90.7, 89.5, 92.0
1152, 2.18, 0.0042969, 2.45, 2.482, 0.88, 90.7, 89.5, 91.9
1280, 2.22, 0.0042188, 2.45, 2.477, 0.882, 90.8, 89.7, 92.0
1408, 2.16, 0.0041406, 2.44, 2.512, 0.885, 91.0, 89.7, 92.4
1536, 2.23, 0.0040625, 2.43, 2.464, 0.883, 90.9, 89.8, 92.1
1664, 2.22, 0.0039844, 2.41, 2.455, 0.882, 90.8, 89.8, 91.9
1792, 2.18, 0.0039062, 2.43, 2.453, 0.883, 90.9, 89.9, 91.8
1920, 2.16, 0.0038281, 2.4, 2.444, 0.885, 91.0, 89.9, 92.2
2048, 2.18, 0.00375, 2.39, 2.441, 0.884, 90.9, 90.0, 91.9
2176, 2.15, 0.0036719, 2.41, 2.438, 0.883, 90.9, 90.0, 91.9
2304, 2.14, 0.0035938, 2.39, 2.435, 0.885, 91.0, 90.1, 92.0
2432, 2.21, 0.0035156, 2.39, 2.43, 0.883, 90.9, 90.1, 91.7
2560, 2.18, 0.0034375, 2.38, 2.432, 0.885, 91.0, 90.1, 91.9
2688, 2.16, 0.0033594, 2.38, 2.424, 0.883, 90.9, 90.1, 91.7
2816, 2.15, 0.0032812, 2.38, 2.425, 0.884, 90.9, 90.1, 91.8
2944, 2.16, 0.0032031, 2.39, 2.417, 0.884, 91.0, 90.2, 91.7
3072, 2.19, 0.003125, 2.38, 2.417, 0.883, 90.9, 90.2, 91.6
3200, 2.18, 0.0030469, 2.37, 2.417, 0.883, 90.9, 90.2, 91.5
3328, 2.16, 0.0029688, 2.36, 2.413, 0.883, 90.9, 90.3, 91.4
3456, 2.16, 0.0028906, 2.37, 2.412, 0.882, 90.8, 90.3, 91.3
3584, 2.19, 0.0028125, 2.37, 2.409, 0.882, 90.8, 90.3, 91.3
3712, 2.16, 0.0027344, 2.36, 2.424, 0.886, 91.1, 90.3, 91.9
3840, 2.18, 0.0026563, 2.35, 2.405, 0.884, 91.0, 90.3, 91.6
3968, 2.13, 0.0025781, 2.36, 2.405, 0.884, 90.9, 90.4, 91.5
4096, 2.17, 0.0025, 2.35, 2.401, 0.883, 90.9, 90.3, 91.5
4224, 2.13, 0.0024219, 2.34, 2.402, 0.883, 90.9, 90.3, 91.4
4352, 2.18, 0.0023437, 2.37, 2.402, 0.883, 90.9, 90.4, 91.4
4480, 2.19, 0.0022656, 2.36, 2.403, 0.883, 90.9, 90.4, 91.4
4608, 2.17, 0.0021875, 2.34, 2.395, 0.882, 90.8, 90.4, 91.3
4736, 2.21, 0.0021094, 2.35, 2.394, 0.885, 91.0, 90.4, 91.6
4864, 2.13, 0.0020313, 2.36, 2.393, 0.883, 90.9, 90.4, 91.4
4992, 2.15, 0.0019531, 2.34, 2.394, 0.883, 90.8, 90.4, 91.3
5120, 2.19, 0.001875, 2.36, 2.394, 0.884, 90.9, 90.4, 91.4
5248, 2.14, 0.0017969, 2.34, 2.394, 0.882, 90.8, 90.4, 91.2
5376, 2.17, 0.0017188, 2.34, 2.394, 0.883, 90.8, 90.4, 91.3
5504, 2.18, 0.0016406, 2.33, 2.391, 0.882, 90.8, 90.5, 91.2
5632, 2.16, 0.0015625, 2.33, 2.389, 0.882, 90.8, 90.5, 91.1
