step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 0.0069991, n/a, 6.117, 0.01, 14.1, 23.3, 10.1
128, 2.22, 0.0068906, 3.41, 2.901, 0.84, 87.5, 83.6, 91.8
256, 2.26, 0.0067812, 2.72, 2.638, 0.863, 89.3, 85.9, 93.0
384, 2.26, 0.0066719, 2.59, 2.544, 0.869, 89.8, 86.9, 92.9
512, 2.3, 0.0065625, 2.45, 2.458, 0.873, 90.1, 87.4, 93.1
640, 2.24, 0.0064531, 2.39, 2.412, 0.876, 90.3, 87.8, 93.1
768, 2.19, 0.0063438, 2.35, 2.362, 0.878, 90.5, 87.8, 93.4
896, 2.22, 0.0062344, 2.32, 2.344, 0.881, 90.7, 87.9, 93.7
1024, 2.26, 0.006125, 2.29, 2.304, 0.878, 90.5, 88.0, 93.2
1152, 2.16, 0.0060156, 2.24, 2.284, 0.882, 90.8, 88.1, 93.7
1280, 2.2, 0.0059063, 2.22, 2.265, 0.882, 90.8, 88.1, 93.7
1408, 2.17, 0.0057969, 2.24, 2.262, 0.882, 90.8, 88.2, 93.6
1536, 2.18, 0.0056875, 2.2, 2.242, 0.883, 90.9, 88.2, 93.7
1664, 2.16, 0.0055781, 2.18, 2.23, 0.884, 91.0, 88.2, 93.9
1792, 2.2, 0.0054688, 2.18, 2.222, 0.883, 90.9, 88.2, 93.7
1920, 2.19, 0.0053594, 2.16, 2.208, 0.883, 90.9, 88.2, 93.7
2048, 2.24, 0.00525, 2.16, 2.202, 0.883, 90.9, 88.3, 93.7
2176, 2.18, 0.0051406, 2.15, 2.192, 0.884, 91.0, 88.2, 93.9
2304, 2.15, 0.0050313, 2.13, 2.188, 0.883, 90.9, 88.3, 93.6
2432, 2.2, 0.0049219, 2.12, 2.173, 0.884, 91.0, 88.3, 93.8
2560, 2.18, 0.0048125, 2.1, 2.167, 0.884, 91.0, 88.3, 93.8
2688, 2.14, 0.0047031, 2.1, 2.163, 0.884, 91.0, 88.3, 93.9
2816, 2.16, 0.0045937, 2.12, 2.164, 0.885, 91.0, 88.3, 93.9
2944, 2.16, 0.0044844, 2.1, 2.158, 0.885, 91.0, 88.3, 93.9
3072, 2.15, 0.004375, 2.09, 2.151, 0.883, 90.9, 88.3, 93.7
3200, 2.13, 0.0042656, 2.07, 2.143, 0.885, 91.0, 88.3, 93.9
3328, 2.16, 0.0041563, 2.1, 2.144, 0.883, 90.9, 88.3, 93.6
3456, 2.15, 0.0040469, 2.07, 2.138, 0.885, 91.1, 88.3, 94.0
3584, 2.11, 0.0039375, 2.06, 2.136, 0.885, 91.0, 88.4, 93.9
3712, 2.14, 0.0038281, 2.05, 2.128, 0.885, 91.0, 88.3, 93.9
3840, 2.14, 0.0037188, 2.06, 2.128, 0.886, 91.1, 88.3, 94.0
3968, 2.21, 0.0036094, 2.06, 2.122, 0.884, 90.9, 88.3, 93.7
4096, 2.2, 0.0035, 2.03, 2.119, 0.886, 91.1, 88.3, 94.0
