step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 0.0009999, n/a, 6.133, 0.028, 15.4, 25.5, 11.1
128, 2.19, 0.0009844, 4.04, 3.67, 0.288, 44.5, 44.3, 44.6
256, 2.25, 0.0009687, 3.52, 3.374, 0.589, 67.4, 70.5, 64.6
384, 2.28, 0.0009531, 3.24, 3.146, 0.7, 76.3, 78.5, 74.3
512, 2.27, 0.0009375, 3.05, 2.978, 0.745, 80.0, 80.9, 79.2
640, 2.27, 0.0009219, 2.9, 2.87, 0.76, 81.2, 82.4, 80.0
768, 2.27, 0.0009063, 2.81, 2.787, 0.776, 82.5, 83.1, 82.0
896, 2.29, 0.0008906, 2.74, 2.726, 0.791, 83.7, 84.3, 83.0
1024, 2.29, 0.000875, 2.68, 2.677, 0.797, 84.1, 85.2, 82.9
1152, 2.23, 0.0008594, 2.62, 2.635, 0.802, 84.5, 85.4, 83.5
1280, 2.23, 0.0008437, 2.59, 2.601, 0.805, 84.7, 85.7, 83.7
1408, 2.27, 0.0008281, 2.57, 2.572, 0.808, 84.9, 86.1, 83.8
1536, 2.27, 0.0008125, 2.55, 2.55, 0.811, 85.2, 86.2, 84.2
1664, 2.26, 0.0007969, 2.51, 2.529, 0.813, 85.4, 86.5, 84.3
1792, 2.22, 0.0007813, 2.5, 2.51, 0.812, 85.3, 86.5, 84.1
1920, 2.24, 0.0007656, 2.47, 2.498, 0.814, 85.4, 86.6, 84.3
2048, 2.25, 0.00075, 2.45, 2.485, 0.813, 85.3, 86.7, 83.9
2176, 2.25, 0.0007344, 2.45, 2.467, 0.816, 85.6, 86.8, 84.4
2304, 2.2, 0.0007187, 2.42, 2.457, 0.817, 85.6, 86.9, 84.4
2432, 2.26, 0.0007031, 2.41, 2.449, 0.815, 85.5, 86.9, 84.1
2560, 2.24, 0.0006875, 2.4, 2.436, 0.817, 85.6, 87.0, 84.3
2688, 2.26, 0.0006719, 2.4, 2.427, 0.818, 85.7, 87.0, 84.4
2816, 2.19, 0.0006563, 2.38, 2.419, 0.819, 85.8, 87.1, 84.5
2944, 2.17, 0.0006406, 2.37, 2.411, 0.82, 85.9, 87.2, 84.6
3072, 2.15, 0.000625, 2.39, 2.402, 0.819, 85.8, 87.2, 84.4
3200, 2.17, 0.0006094, 2.35, 2.393, 0.82, 85.9, 87.3, 84.4
3328, 2.14, 0.0005937, 2.35, 2.39, 0.824, 86.2, 87.4, 85.1
3456, 2.21, 0.0005781, 2.34, 2.382, 0.822, 86.1, 87.4, 84.8
3584, 2.21, 0.0005625, 2.34, 2.376, 0.821, 86.0, 87.4, 84.6
3712, 2.11, 0.0005469, 2.34, 2.37, 0.821, 86.0, 87.4, 84.6
3840, 2.2, 0.0005313, 2.32, 2.362, 0.823, 86.1, 87.5, 84.8
3968, 2.14, 0.0005156, 2.31, 2.36, 0.824, 86.2, 87.5, 85.0
4096, 2.18, 0.0005, 2.31, 2.359, 0.824, 86.2, 87.5, 84.9
4224, 2.17, 0.0004844, 2.29, 2.354, 0.823, 86.1, 87.6, 84.7
4352, 2.17, 0.0004687, 2.3, 2.343, 0.822, 86.0, 87.5, 84.5
4480, 2.16, 0.0004531, 2.3, 2.344, 0.824, 86.2, 87.5, 84.9
4608, 2.15, 0.0004375, 2.28, 2.337, 0.824, 86.2, 87.6, 84.9
4736, 2.19, 0.0004219, 2.29, 2.333, 0.825, 86.3, 87.6, 85.0
4864, 2.16, 0.0004063, 2.28, 2.328, 0.825, 86.2, 87.6, 84.9
4992, 2.17, 0.0003906, 2.29, 2.324, 0.826, 86.4, 87.6, 85.1
5120, 2.21, 0.000375, 2.27, 2.318, 0.825, 86.3, 87.6, 85.0
5248, 2.17, 0.0003594, 2.27, 2.319, 0.826, 86.4, 87.6, 85.1
5376, 2.12, 0.0003437, 2.27, 2.312, 0.826, 86.4, 87.7, 85.1
