step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 0.0005999, n/a, 6.092, -0.008, 12.6, 20.9, 9.0
128, 2.25, 0.0005906, 4.18, 3.753, 0.475, 59.1, 59.0, 59.1
256, 2.22, 0.0005812, 3.6, 3.49, 0.64, 72.1, 69.6, 74.8
384, 2.2, 0.0005719, 3.38, 3.276, 0.709, 77.5, 74.6, 80.6
512, 2.18, 0.0005625, 3.19, 3.133, 0.764, 81.7, 78.3, 85.4
640, 2.15, 0.0005531, 3.07, 3.016, 0.789, 83.6, 80.3, 87.3
768, 2.18, 0.0005437, 2.98, 2.927, 0.804, 84.8, 81.5, 88.4
896, 2.17, 0.0005344, 2.87, 2.852, 0.817, 85.8, 82.6, 89.3
1024, 2.19, 0.000525, 2.82, 2.791, 0.824, 86.3, 83.3, 89.5
1152, 2.15, 0.0005156, 2.76, 2.74, 0.833, 87.0, 84.0, 90.3
1280, 2.19, 0.0005062, 2.72, 2.705, 0.837, 87.3, 84.5, 90.4
1408, 2.13, 0.0004969, 2.68, 2.676, 0.841, 87.6, 84.7, 90.7
1536, 2.21, 0.0004875, 2.64, 2.64, 0.843, 87.8, 85.0, 90.7
1664, 2.18, 0.0004781, 2.61, 2.611, 0.845, 88.0, 85.1, 91.1
1792, 2.14, 0.0004687, 2.6, 2.586, 0.848, 88.2, 85.5, 91.1
1920, 2.14, 0.0004594, 2.55, 2.566, 0.85, 88.4, 85.6, 91.4
2048, 2.15, 0.00045, 2.53, 2.548, 0.852, 88.5, 85.8, 91.3
2176, 2.12, 0.0004406, 2.53, 2.534, 0.853, 88.5, 85.9, 91.4
2304, 2.11, 0.0004312, 2.5, 2.515, 0.854, 88.7, 86.0, 91.6
2432, 2.18, 0.0004219, 2.49, 2.503, 0.854, 88.7, 86.1, 91.4
2560, 2.16, 0.0004125, 2.47, 2.49, 0.856, 88.8, 86.3, 91.5
2688, 2.14, 0.0004031, 2.46, 2.475, 0.857, 88.9, 86.4, 91.6
2816, 2.13, 0.0003937, 2.45, 2.462, 0.858, 89.0, 86.4, 91.7
2944, 2.18, 0.0003844, 2.44, 2.454, 0.859, 89.0, 86.4, 91.7
3072, 2.23, 0.000375, 2.42, 2.444, 0.858, 89.0, 86.5, 91.6
