step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 0.0005999, n/a, 6.1, 0.024, 15.1, 25.0, 10.8
128, 2.29, 0.0005906, 4.19, 3.773, 0.379, 51.1, 52.8, 49.4
256, 2.22, 0.0005812, 3.6, 3.497, 0.631, 71.3, 70.2, 72.5
384, 2.35, 0.0005719, 3.39, 3.311, 0.705, 77.1, 75.5, 78.7
512, 2.37, 0.0005625, 3.23, 3.165, 0.766, 81.8, 80.5, 83.2
640, 2.26, 0.0005531, 3.1, 3.047, 0.803, 84.6, 83.4, 85.9
768, 2.24, 0.0005437, 2.98, 2.953, 0.819, 85.9, 84.4, 87.5
896, 2.24, 0.0005344, 2.9, 2.88, 0.83, 86.8, 85.1, 88.5
1024, 2.25, 0.000525, 2.84, 2.817, 0.837, 87.3, 85.7, 89.0
1152, 2.27, 0.0005156, 2.78, 2.767, 0.842, 87.7, 85.8, 89.7
1280, 2.24, 0.0005062, 2.71, 2.698, 0.844, 87.9, 86.3, 89.5
1408, 2.21, 0.0004969, 2.66, 2.661, 0.849, 88.3, 86.7, 89.9
1536, 2.21, 0.0004875, 2.63, 2.628, 0.853, 88.6, 87.0, 90.2
1664, 2.27, 0.0004781, 2.61, 2.598, 0.855, 88.7, 87.2, 90.3
1792, 2.23, 0.0004687, 2.56, 2.577, 0.855, 88.7, 87.2, 90.3
1920, 2.2, 0.0004594, 2.55, 2.561, 0.857, 88.8, 87.4, 90.3
2048, 2.21, 0.00045, 2.53, 2.539, 0.859, 89.0, 87.4, 90.7
2176, 2.19, 0.0004406, 2.51, 2.523, 0.859, 89.0, 87.6, 90.5
2304, 2.18, 0.0004312, 2.5, 2.518, 0.858, 89.0, 87.7, 90.3
2432, 2.25, 0.0004219, 2.49, 2.496, 0.861, 89.2, 87.6, 90.8
2560, 2.2, 0.0004125, 2.47, 2.486, 0.858, 89.0, 87.7, 90.2
2688, 2.21, 0.0004031, 2.45, 2.472, 0.861, 89.1, 87.7, 90.6
2816, 2.2, 0.0003937, 2.44, 2.463, 0.861, 89.2, 87.8, 90.5
2944, 2.22, 0.0003844, 2.44, 2.453, 0.861, 89.2, 87.9, 90.5
3072, 2.2, 0.000375, 2.42, 2.447, 0.862, 89.3, 87.9, 90.7
3200, 2.19, 0.0003656, 2.43, 2.439, 0.861, 89.2, 87.9, 90.5
3328, 2.18, 0.0003562, 2.4, 2.431, 0.861, 89.2, 88.0, 90.4
3456, 2.21, 0.0003469, 2.4, 2.425, 0.862, 89.3, 87.9, 90.7
3584, 2.2, 0.0003375, 2.39, 2.419, 0.862, 89.3, 88.0, 90.5
3712, 2.18, 0.0003281, 2.38, 2.412, 0.862, 89.3, 88.0, 90.6
3840, 2.2, 0.0003187, 2.38, 2.408, 0.864, 89.4, 88.1, 90.8
3968, 2.18, 0.0003094, 2.38, 2.405, 0.864, 89.4, 88.0, 90.8
4096, 2.2, 0.0003, 2.37, 2.404, 0.864, 89.4, 88.1, 90.8
4224, 2.19, 0.0002906, 2.36, 2.394, 0.866, 89.5, 88.1, 91.0
4352, 2.18, 0.0002812, 2.37, 2.391, 0.865, 89.5, 88.1, 91.0
4480, 2.2, 0.0002719, 2.35, 2.382, 0.866, 89.5, 88.2, 90.9
4608, 2.19, 0.0002625, 2.34, 2.379, 0.865, 89.5, 88.2, 91.0
4736, 2.19, 0.0002531, 2.35, 2.377, 0.865, 89.5, 88.2, 90.7
4864, 2.23, 0.0002437, 2.34, 2.369, 0.866, 89.6, 88.2, 91.0
4992, 2.15, 0.0002344, 2.33, 2.366, 0.866, 89.6, 88.2, 90.9
5120, 2.23, 0.000225, 2.32, 2.36, 0.865, 89.5, 88.2, 90.8
5248, 2.2, 0.0002156, 2.33, 2.357, 0.866, 89.6, 88.2, 90.9
5376, 2.19, 0.0002062, 2.32, 2.354, 0.867, 89.7, 88.2, 91.1
5504, 2.23, 0.0001969, 2.32, 2.349, 0.865, 89.5, 88.2, 90.8
5632, 2.21, 0.0001875, 2.32, 2.353, 0.866, 89.5, 88.2, 90.9
5760, 2.2, 0.0001781, 2.31, 2.345, 0.867, 89.6, 88.2, 91.1
5888, 2.16, 0.0001687, 2.3, 2.342, 0.866, 89.6, 88.2, 91.0
6016, 2.15, 0.0001594, 2.3, 2.34, 0.866, 89.6, 88.3, 90.9
