step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 2e-06, n/a, 14.878, -0.003, 29.5, 61.9, 19.4
128, 3.06, 0.00025, 12.41, 9.316, 0.234, 60.8, 75.6, 50.9
256, 2.96, 0.0005, 8.8, 8.462, 0.61, 81.4, 92.3, 72.8
384, 3.02, 0.00075, 7.85, 7.606, 0.716, 87.1, 95.3, 80.2
512, 3.04, 0.001, 7.22, 7.202, 0.73, 87.5, 96.4, 80.2
640, 2.91, 0.00125, 6.86, 6.917, 0.739, 88.0, 96.7, 80.7
768, 3.07, 0.0015, 6.62, 6.729, 0.736, 87.6, 97.2, 79.7
896, 2.97, 0.00175, 6.45, 6.595, 0.731, 87.2, 97.4, 78.9
1024, 2.94, 0.002, 6.3, 6.469, 0.728, 86.8, 97.7, 78.1
1152, 3.06, 0.0019643, 6.15, 6.373, 0.728, 86.8, 97.8, 78.0
1280, 2.92, 0.0019286, 6.05, 6.306, 0.725, 86.5, 97.9, 77.6
1408, 3.0, 0.0018929, 5.96, 6.23, 0.73, 86.8, 97.9, 78.0
1536, 3.07, 0.0018571, 5.89, 6.195, 0.726, 86.6, 97.9, 77.6
1664, 2.98, 0.0018214, 5.82, 6.139, 0.713, 85.6, 98.1, 75.9
1792, 3.0, 0.0017857, 5.74, 6.113, 0.717, 85.9, 98.1, 76.4
1920, 2.97, 0.00175, 5.7, 6.082, 0.712, 85.5, 98.2, 75.7
2048, 3.0, 0.0017143, 5.64, 6.064, 0.715, 85.7, 98.2, 76.0
2176, 3.08, 0.0016786, 5.6, 6.015, 0.717, 85.9, 98.1, 76.4
2304, 3.05, 0.0016429, 5.58, 6.027, 0.71, 85.3, 98.2, 75.5
2432, 3.01, 0.0016071, 5.53, 5.984, 0.704, 84.9, 98.2, 74.8
2560, 2.98, 0.0015714, 5.5, 5.994, 0.711, 85.4, 98.1, 75.7
2688, 2.97, 0.0015357, 5.46, 5.969, 0.712, 85.5, 98.2, 75.7
2816, 2.97, 0.0015, 5.43, 5.932, 0.702, 84.8, 98.2, 74.5
2944, 3.01, 0.0014643, 5.41, 5.936, 0.711, 85.4, 98.2, 75.5
3072, 2.95, 0.0014286, 5.39, 5.909, 0.707, 85.1, 98.2, 75.2
3200, 2.99, 0.0013929, 5.36, 5.915, 0.708, 85.2, 98.2, 75.2
3328, 3.02, 0.0013571, 5.33, 5.893, 0.705, 85.0, 98.2, 74.9
3456, 2.98, 0.0013214, 5.29, 5.907, 0.707, 85.1, 98.2, 75.1
3584, 3.0, 0.0012857, 5.26, 5.9, 0.701, 84.7, 98.2, 74.4
3712, 3.06, 0.00125, 5.29, 5.867, 0.706, 85.0, 98.2, 74.9
3840, 2.97, 0.0012143, 5.24, 5.868, 0.705, 85.0, 98.1, 75.0
3968, 3.01, 0.0011786, 5.24, 5.87, 0.704, 84.9, 98.2, 74.8
4096, 3.02, 0.0011429, 5.2, 5.875, 0.696, 84.3, 98.2, 73.9
4224, 3.05, 0.0011071, 5.19, 5.856, 0.701, 84.7, 98.2, 74.5
4352, 2.95, 0.0010714, 5.16, 5.856, 0.701, 84.7, 98.2, 74.4
4480, 3.01, 0.0010357, 5.14, 5.831, 0.701, 84.7, 98.2, 74.4
4608, 2.86, 0.001, 5.14, 5.822, 0.697, 84.4, 98.2, 73.9
4736, 2.98, 0.0009643, 5.13, 5.821, 0.698, 84.5, 98.2, 74.2
4864, 2.99, 0.0009286, 5.12, 5.819, 0.698, 84.5, 98.2, 74.1
