step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 9e-07, n/a, 14.875, 0.001, 29.7, 62.3, 19.5
128, 2.97, 0.0001125, 13.98, 10.692, 0.304, 63.7, 79.8, 53.0
256, 3.02, 0.000225, 9.23, 9.082, 0.287, 58.3, 81.3, 45.5
384, 2.92, 0.0003375, 8.59, 8.367, 0.433, 65.8, 90.5, 51.7
512, 2.94, 0.00045, 7.89, 7.783, 0.499, 69.9, 93.8, 55.7
640, 2.95, 0.0005625, 7.4, 7.392, 0.53, 71.9, 95.3, 57.7
768, 2.96, 0.000675, 7.07, 7.137, 0.559, 74.5, 95.6, 61.1
896, 2.96, 0.0007875, 6.82, 6.906, 0.561, 74.2, 96.2, 60.3
1024, 2.98, 0.0009, 6.58, 6.724, 0.559, 73.6, 96.7, 59.4
1152, 3.01, 0.0008839, 6.41, 6.524, 0.584, 75.9, 96.7, 62.5
1280, 2.91, 0.0008679, 6.21, 6.422, 0.593, 76.8, 96.8, 63.7
1408, 2.93, 0.0008518, 6.07, 6.297, 0.602, 77.5, 96.9, 64.5
1536, 3.04, 0.0008357, 5.94, 6.208, 0.612, 78.2, 97.2, 65.4
1664, 2.88, 0.0008196, 5.89, 6.126, 0.626, 79.4, 97.2, 67.1
1792, 2.92, 0.0008036, 5.74, 6.057, 0.647, 81.1, 97.2, 69.6
1920, 2.9, 0.0007875, 5.67, 6.019, 0.64, 80.5, 97.3, 68.7
2048, 2.92, 0.0007714, 5.63, 5.974, 0.646, 81.0, 97.3, 69.4
2176, 2.88, 0.0007554, 5.56, 5.954, 0.654, 81.6, 97.3, 70.2
2304, 2.93, 0.0007393, 5.52, 5.91, 0.657, 81.8, 97.3, 70.6
2432, 2.91, 0.0007232, 5.44, 5.904, 0.659, 82.0, 97.4, 70.8
2560, 2.84, 0.0007071, 5.4, 5.859, 0.673, 83.0, 97.4, 72.4
2688, 2.91, 0.0006911, 5.39, 5.846, 0.66, 82.0, 97.4, 70.8
2816, 2.87, 0.000675, 5.32, 5.834, 0.676, 83.2, 97.5, 72.6
2944, 2.84, 0.0006589, 5.29, 5.817, 0.669, 82.7, 97.4, 71.9
3072, 2.85, 0.0006429, 5.26, 5.809, 0.667, 82.5, 97.5, 71.6
3200, 2.88, 0.0006268, 5.2, 5.785, 0.679, 83.5, 97.4, 73.1
3328, 2.86, 0.0006107, 5.22, 5.793, 0.668, 82.7, 97.4, 71.8
3456, 2.82, 0.0005946, 5.14, 5.772, 0.678, 83.4, 97.5, 72.9
3584, 3.01, 0.0005786, 5.14, 5.764, 0.673, 83.0, 97.5, 72.3
3712, 2.81, 0.0005625, 5.12, 5.745, 0.683, 83.8, 97.5, 73.4
3840, 2.94, 0.0005464, 5.08, 5.748, 0.682, 83.7, 97.5, 73.3
3968, 2.86, 0.0005304, 5.09, 5.737, 0.681, 83.6, 97.5, 73.1
4096, 2.99, 0.0005143, 5.02, 5.728, 0.681, 83.6, 97.5, 73.2
4224, 2.8, 0.0004982, 5.02, 5.739, 0.681, 83.6, 97.4, 73.3
4352, 3.02, 0.0004821, 5.03, 5.724, 0.683, 83.8, 97.5, 73.4
4480, 2.99, 0.0004661, 4.98, 5.734, 0.682, 83.6, 97.5, 73.2
4608, 2.97, 0.00045, 4.99, 5.717, 0.683, 83.8, 97.4, 73.5
4736, 2.9, 0.0004339, 4.95, 5.715, 0.685, 83.9, 97.4, 73.7
4864, 2.97, 0.0004179, 4.94, 5.723, 0.686, 84.0, 97.5, 73.8
4992, 2.91, 0.0004018, 4.93, 5.708, 0.685, 83.9, 97.5, 73.6
5120, 2.91, 0.0003857, 4.89, 5.702, 0.689, 84.2, 97.5, 74.1
5248, 3.01, 0.0003696, 4.89, 5.693, 0.687, 84.0, 97.5, 73.8
5376, 2.91, 0.0003536, 4.91, 5.701, 0.683, 83.7, 97.5, 73.4
5504, 2.94, 0.0003375, 4.85, 5.704, 0.684, 83.8, 97.5, 73.4
5632, 2.92, 0.0003214, 4.89, 5.701, 0.687, 84.0, 97.5, 73.9
5760, 2.92, 0.0003054, 4.82, 5.692, 0.691, 84.4, 97.5, 74.4
5888, 3.01, 0.0002893, 4.87, 5.696, 0.687, 84.1, 97.5, 73.9
6016, 2.91, 0.0002732, 4.82, 5.691, 0.688, 84.1, 97.5, 74.0
6144, 2.89, 0.0002571, 4.8, 5.687, 0.69, 84.3, 97.5, 74.2
6272, 2.98, 0.0002411, 4.81, 5.702, 0.69, 84.3, 97.5, 74.2
6400, 2.94, 0.000225, 4.8, 5.685, 0.687, 84.1, 97.5, 73.9
6528, 2.9, 0.0002089, 4.77, 5.684, 0.691, 84.3, 97.5, 74.3
6656, 2.94, 0.0001929, 4.81, 5.686, 0.69, 84.3, 97.5, 74.2
6784, 2.95, 0.0001768, 4.77, 5.679, 0.691, 84.3, 97.5, 74.2
6912, 2.87, 0.0001607, 4.76, 5.692, 0.688, 84.1, 97.5, 74.0
7040, 2.98, 0.0001446, 4.76, 5.677, 0.689, 84.2, 97.5, 74.1
7168, 2.92, 0.0001286, 4.76, 5.68, 0.689, 84.3, 97.4, 74.2
7296, 2.94, 0.0001125, 4.74, 5.685, 0.69, 84.3, 97.5, 74.3
7424, 2.91, 9.64e-05, 4.76, 5.687, 0.688, 84.1, 97.5, 74.0
7552, 2.94, 8.04e-05, 4.72, 5.679, 0.691, 84.4, 97.4, 74.4
