step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 2.9e-06, n/a, 6.113, 0.021, 14.9, 24.7, 10.7
128, 2.03, 0.000375, 5.04, 4.089, 0.196, 38.0, 36.4, 39.7
256, 1.97, 0.00075, 3.81, 3.62, 0.529, 63.7, 60.5, 67.1
384, 1.85, 0.001125, 3.45, 3.304, 0.697, 76.6, 73.0, 80.5
512, 1.88, 0.0015, 3.15, 3.019, 0.769, 82.1, 76.8, 88.2
640, 1.88, 0.001875, 2.88, 2.792, 0.793, 83.9, 78.0, 90.8
768, 1.86, 0.00225, 2.68, 2.626, 0.801, 84.5, 78.4, 91.6
896, 1.88, 0.002625, 2.53, 2.501, 0.81, 85.1, 78.8, 92.6
1024, 1.84, 0.003, 2.46, 2.428, 0.814, 85.4, 78.9, 93.2
1152, 1.86, 0.0029464, 2.36, 2.365, 0.818, 85.7, 79.1, 93.6
1280, 1.84, 0.0028929, 2.29, 2.315, 0.819, 85.8, 79.3, 93.6
1408, 1.89, 0.0028393, 2.25, 2.273, 0.823, 86.1, 79.4, 94.0
1536, 1.92, 0.0027857, 2.21, 2.233, 0.821, 86.0, 79.3, 93.9
1664, 1.83, 0.0027321, 2.16, 2.217, 0.824, 86.2, 79.5, 94.1
1792, 1.85, 0.0026786, 2.17, 2.204, 0.824, 86.2, 79.5, 94.1
1920, 1.85, 0.002625, 2.13, 2.183, 0.824, 86.2, 79.5, 94.2
2048, 1.89, 0.0025714, 2.12, 2.169, 0.822, 86.0, 79.0, 94.3
2176, 1.88, 0.0025179, 2.08, 2.15, 0.824, 86.2, 79.4, 94.3
2304, 1.83, 0.0024643, 2.07, 2.131, 0.826, 86.3, 79.6, 94.3
2432, 1.91, 0.0024107, 2.05, 2.117, 0.824, 86.2, 79.4, 94.4
2560, 1.84, 0.0023571, 2.03, 2.11, 0.825, 86.3, 79.6, 94.2
2688, 1.88, 0.0023036, 2.02, 2.102, 0.825, 86.3, 79.6, 94.3
2816, 1.92, 0.00225, 2.02, 2.088, 0.825, 86.2, 79.4, 94.4
2944, 1.82, 0.0021964, 2.01, 2.088, 0.826, 86.3, 79.4, 94.5
3072, 1.83, 0.0021429, 1.99, 2.073, 0.826, 86.3, 79.5, 94.5
3200, 1.81, 0.0020893, 1.98, 2.069, 0.825, 86.3, 79.3, 94.5
3328, 1.83, 0.0020357, 2.0, 2.06, 0.826, 86.3, 79.5, 94.5
3456, 1.84, 0.0019821, 1.97, 2.055, 0.825, 86.3, 79.4, 94.4
3584, 1.8, 0.0019286, 1.94, 2.059, 0.824, 86.2, 79.3, 94.4
3712, 1.81, 0.001875, 1.96, 2.044, 0.826, 86.4, 79.5, 94.6
3840, 1.81, 0.0018214, 1.94, 2.053, 0.826, 86.3, 79.5, 94.5
3968, 1.85, 0.0017679, 1.94, 2.033, 0.826, 86.4, 79.4, 94.6
4096, 1.8, 0.0017143, 1.92, 2.029, 0.826, 86.3, 79.5, 94.5
4224, 1.78, 0.0016607, 1.92, 2.02, 0.826, 86.3, 79.4, 94.6
4352, 1.84, 0.0016071, 1.92, 2.018, 0.826, 86.3, 79.4, 94.5
4480, 1.83, 0.0015536, 1.91, 2.013, 0.825, 86.3, 79.4, 94.5
