step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 4.9e-06, n/a, 6.099, 0.03, 15.6, 25.8, 11.2
128, 1.96, 0.000625, 4.78, 3.941, 0.238, 40.8, 40.0, 41.7
256, 2.03, 0.00125, 3.67, 3.492, 0.585, 67.8, 66.3, 69.5
384, 2.05, 0.001875, 3.31, 3.147, 0.739, 79.8, 77.5, 82.2
512, 1.98, 0.0025, 3.02, 2.921, 0.801, 84.5, 83.5, 85.5
640, 1.87, 0.003125, 2.82, 2.754, 0.827, 86.5, 85.7, 87.4
768, 1.98, 0.00375, 2.67, 2.65, 0.834, 87.1, 86.5, 87.7
896, 1.86, 0.004375, 2.59, 2.605, 0.84, 87.5, 87.4, 87.6
1024, 1.98, 0.005, 2.55, 2.551, 0.842, 87.7, 87.8, 87.6
1152, 2.0, 0.0049107, 2.51, 2.6, 0.846, 88.0, 88.3, 87.7
1280, 1.88, 0.0048214, 2.47, 2.496, 0.844, 87.8, 88.5, 87.0
1408, 1.93, 0.0047321, 2.44, 2.472, 0.845, 87.9, 88.8, 87.0
1536, 1.85, 0.0046429, 2.42, 2.454, 0.843, 87.7, 88.9, 86.6
1664, 1.9, 0.0045536, 2.41, 2.448, 0.842, 87.6, 89.0, 86.2
1792, 1.85, 0.0044643, 2.39, 2.447, 0.844, 87.8, 89.3, 86.3
1920, 1.9, 0.004375, 2.4, 2.436, 0.844, 87.7, 89.4, 86.2
2048, 1.87, 0.0042857, 2.37, 2.427, 0.848, 88.1, 89.4, 86.7
2176, 1.83, 0.0041964, 2.36, 2.415, 0.845, 87.8, 89.5, 86.2
2304, 1.92, 0.0041071, 2.37, 2.467, 0.849, 88.2, 89.4, 86.9
2432, 1.91, 0.0040179, 2.37, 2.406, 0.844, 87.7, 89.5, 86.0
2560, 1.88, 0.0039286, 2.35, 2.4, 0.842, 87.5, 89.5, 85.6
2688, 1.95, 0.0038393, 2.34, 2.397, 0.845, 87.8, 89.5, 86.2
2816, 1.88, 0.00375, 2.34, 2.382, 0.842, 87.6, 89.6, 85.7
2944, 1.93, 0.0036607, 2.34, 2.374, 0.841, 87.5, 89.5, 85.6
3072, 1.92, 0.0035714, 2.32, 2.395, 0.842, 87.6, 89.5, 85.7
3200, 1.83, 0.0034821, 2.35, 2.386, 0.84, 87.4, 89.6, 85.4
3328, 1.87, 0.0033929, 2.32, 2.374, 0.84, 87.4, 89.6, 85.3
3456, 1.85, 0.0033036, 2.32, 2.367, 0.84, 87.4, 89.6, 85.2
3584, 1.88, 0.0032143, 2.31, 2.373, 0.84, 87.4, 89.6, 85.2
3712, 1.83, 0.003125, 2.31, 2.369, 0.841, 87.5, 89.6, 85.5
3840, 1.88, 0.0030357, 2.32, 2.375, 0.839, 87.3, 89.6, 85.1
3968, 1.84, 0.0029464, 2.33, 2.364, 0.84, 87.4, 89.6, 85.3
4096, 1.91, 0.0028571, 2.31, 2.367, 0.837, 87.2, 89.6, 84.9
4224, 1.83, 0.0027679, 2.3, 2.362, 0.84, 87.4, 89.6, 85.3
