step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 4.9e-06, n/a, 6.108, -0.011, 12.4, 20.6, 8.9
128, 1.81, 0.000625, 4.78, 3.948, 0.197, 38.4, 36.2, 40.9
256, 1.84, 0.00125, 3.67, 3.442, 0.621, 70.3, 71.5, 69.0
384, 1.89, 0.001875, 3.26, 3.097, 0.751, 80.7, 78.4, 83.0
512, 1.91, 0.0025, 2.97, 2.874, 0.798, 84.3, 81.3, 87.6
640, 1.85, 0.003125, 2.84, 2.776, 0.824, 86.3, 84.9, 87.8
768, 1.83, 0.00375, 2.7, 2.668, 0.83, 86.8, 85.6, 88.0
896, 1.86, 0.004375, 2.63, 2.61, 0.846, 88.0, 87.4, 88.6
1024, 2.06, 0.005, 2.56, 2.568, 0.85, 88.3, 88.4, 88.1
1152, 1.97, 0.0049107, 2.52, 2.517, 0.853, 88.5, 88.6, 88.4
1280, 1.92, 0.0048214, 2.48, 2.491, 0.854, 88.6, 89.0, 88.2
1408, 2.0, 0.0047321, 2.44, 2.47, 0.849, 88.2, 89.0, 87.4
1536, 1.91, 0.0046429, 2.44, 2.46, 0.851, 88.3, 89.1, 87.6
1664, 1.87, 0.0045536, 2.4, 2.449, 0.848, 88.0, 89.2, 86.9
1792, 1.83, 0.0044643, 2.39, 2.441, 0.849, 88.2, 89.3, 87.1
1920, 1.86, 0.004375, 2.4, 2.431, 0.85, 88.3, 89.3, 87.3
2048, 1.88, 0.0042857, 2.41, 2.441, 0.852, 88.4, 89.3, 87.5
2176, 1.85, 0.0041964, 2.4, 2.427, 0.851, 88.3, 89.4, 87.3
2304, 1.93, 0.0041071, 2.38, 2.417, 0.848, 88.1, 89.4, 86.8
2432, 1.93, 0.0040179, 2.37, 2.434, 0.847, 88.0, 89.5, 86.6
2560, 1.85, 0.0039286, 2.36, 2.414, 0.849, 88.1, 89.5, 86.8
2688, 1.98, 0.0038393, 2.35, 2.411, 0.851, 88.3, 89.7, 87.1
2816, 1.97, 0.00375, 2.38, 2.422, 0.851, 88.3, 89.8, 87.0
2944, 1.91, 0.0036607, 2.37, 2.406, 0.849, 88.2, 89.7, 86.7
3072, 1.88, 0.0035714, 2.37, 2.402, 0.849, 88.1, 89.7, 86.6
3200, 1.86, 0.0034821, 2.36, 2.394, 0.852, 88.4, 89.8, 87.1
3328, 1.85, 0.0033929, 2.36, 2.397, 0.847, 88.0, 89.6, 86.4
3456, 1.86, 0.0033036, 2.34, 2.389, 0.849, 88.1, 89.8, 86.5
3584, 1.87, 0.0032143, 2.35, 2.387, 0.847, 88.0, 89.7, 86.3
3712, 1.91, 0.003125, 2.33, 2.38, 0.848, 88.0, 89.7, 86.4
3840, 1.87, 0.0030357, 2.33, 2.386, 0.847, 88.0, 89.8, 86.3
3968, 1.85, 0.0029464, 2.35, 2.389, 0.849, 88.2, 89.7, 86.6
4096, 1.83, 0.0028571, 2.33, 2.382, 0.847, 88.0, 89.8, 86.2
4224, 1.87, 0.0027679, 2.32, 2.377, 0.846, 87.9, 89.8, 86.1
4352, 1.88, 0.0026786, 2.33, 2.374, 0.846, 87.9, 89.9, 86.0
4480, 1.86, 0.0025893, 2.32, 2.373, 0.847, 88.0, 89.8, 86.2
4608, 1.85, 0.0025, 2.31, 2.37, 0.846, 87.9, 89.9, 85.9
4736, 1.85, 0.0024107, 2.32, 2.364, 0.848, 88.0, 89.9, 86.2
4864, 1.87, 0.0023214, 2.33, 2.37, 0.851, 88.3, 89.9, 86.7
4992, 1.83, 0.0022321, 2.31, 2.363, 0.845, 87.8, 89.9, 85.8
5120, 1.82, 0.0021429, 2.31, 2.362, 0.846, 87.9, 89.9, 86.0
5248, 1.86, 0.0020536, 2.32, 2.371, 0.845, 87.8, 89.9, 85.7
5376, 1.86, 0.0019643, 2.31, 2.357, 0.847, 87.9, 89.9, 86.0
5504, 1.92, 0.001875, 2.3, 2.355, 0.846, 87.8, 89.9, 85.9
5632, 1.88, 0.0017857, 2.3, 2.359, 0.845, 87.8, 89.9, 85.8
5760, 1.83, 0.0016964, 2.33, 2.353, 0.846, 87.9, 89.9, 85.9
5888, 1.91, 0.0016071, 2.29, 2.354, 0.846, 87.9, 89.9, 85.9
6016, 1.96, 0.0015179, 2.3, 2.348, 0.847, 88.0, 90.0, 86.1
6144, 1.86, 0.0014286, 2.29, 2.353, 0.846, 87.9, 89.9, 85.9
6272, 1.87, 0.0013393, 2.3, 2.351, 0.845, 87.8, 89.9, 85.8
6400, 1.83, 0.00125, 2.3, 2.351, 0.846, 87.9, 89.9, 85.9
6528, 1.89, 0.0011607, 2.31, 2.357, 0.846, 87.9, 89.9, 86.0
6656, 1.93, 0.0010714, 2.29, 2.345, 0.846, 87.9, 89.9, 85.9
6784, 1.85, 0.0009821, 2.28, 2.345, 0.847, 88.0, 90.0, 86.1
6912, 1.84, 0.0008929, 2.29, 2.342, 0.845, 87.8, 89.9, 85.8
7040, 1.84, 0.0008036, 2.3, 2.344, 0.846, 87.9, 90.0, 85.9
7168, 1.81, 0.0007143, 2.28, 2.34, 0.846, 87.9, 90.0, 85.9
7296, 1.82, 0.000625, 2.29, 2.335, 0.846, 87.9, 89.9, 85.9
7424, 1.87, 0.0005357, 2.29, 2.335, 0.847, 87.9, 90.0, 86.0
7552, 1.84, 0.0004464, 2.28, 2.332, 0.845, 87.8, 89.9, 85.8
7680, 1.89, 0.0003571, 2.28, 2.331, 0.847, 88.0, 90.0, 86.0
7808, 2.03, 0.0002679, 2.29, 2.332, 0.847, 87.9, 90.0, 86.0
7936, 2.01, 0.0001786, 2.27, 2.331, 0.846, 87.9, 90.0, 85.8
8064, 1.88, 8.93e-05, 2.27, 2.331, 0.846, 87.9, 90.0, 85.9
8192, 1.84, 0.0, 2.27, 2.33, 0.846, 87.9, 90.0, 85.9
