step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 2.9e-06, n/a, 6.108, -0.011, 12.4, 20.6, 8.9
128, 1.83, 0.000375, 4.97, 4.109, 0.139, 33.2, 32.5, 34.0
256, 1.87, 0.00075, 3.82, 3.612, 0.554, 65.2, 65.1, 65.4
384, 1.91, 0.001125, 3.44, 3.294, 0.701, 76.9, 73.9, 80.2
512, 1.9, 0.0015, 3.15, 3.034, 0.771, 82.2, 78.7, 86.1
640, 1.9, 0.001875, 2.95, 2.853, 0.805, 84.8, 82.0, 87.8
768, 1.85, 0.00225, 2.78, 2.717, 0.822, 86.2, 83.8, 88.7
896, 1.85, 0.002625, 2.66, 2.636, 0.828, 86.6, 84.7, 88.6
1024, 1.91, 0.003, 2.6, 2.607, 0.835, 87.2, 85.4, 89.1
1152, 1.92, 0.0029464, 2.57, 2.553, 0.84, 87.5, 86.2, 88.9
1280, 1.89, 0.0028929, 2.52, 2.517, 0.845, 87.9, 86.6, 89.2
1408, 1.87, 0.0028393, 2.48, 2.513, 0.842, 87.7, 86.8, 88.5
1536, 1.95, 0.0027857, 2.5, 2.516, 0.849, 88.3, 87.4, 89.2
1664, 2.03, 0.0027321, 2.46, 2.484, 0.846, 88.0, 87.4, 88.7
1792, 1.98, 0.0026786, 2.44, 2.468, 0.847, 88.1, 87.6, 88.5
1920, 2.02, 0.002625, 2.44, 2.451, 0.849, 88.2, 87.7, 88.7
2048, 1.96, 0.0025714, 2.43, 2.448, 0.85, 88.3, 87.9, 88.7
2176, 1.85, 0.0025179, 2.42, 2.435, 0.851, 88.4, 88.0, 88.7
2304, 1.86, 0.0024643, 2.39, 2.42, 0.85, 88.3, 88.1, 88.5
2432, 1.92, 0.0024107, 2.38, 2.414, 0.85, 88.3, 88.1, 88.5
2560, 1.86, 0.0023571, 2.36, 2.408, 0.849, 88.2, 88.1, 88.2
2688, 1.86, 0.0023036, 2.35, 2.398, 0.851, 88.4, 88.3, 88.5
2816, 1.88, 0.00225, 2.37, 2.394, 0.851, 88.4, 88.3, 88.4
2944, 1.85, 0.0021964, 2.35, 2.389, 0.849, 88.2, 88.4, 88.1
3072, 1.97, 0.0021429, 2.36, 2.382, 0.85, 88.3, 88.3, 88.3
3200, 1.97, 0.0020893, 2.35, 2.376, 0.851, 88.3, 88.4, 88.3
3328, 1.98, 0.0020357, 2.34, 2.378, 0.849, 88.2, 88.4, 88.1
3456, 1.87, 0.0019821, 2.32, 2.367, 0.85, 88.3, 88.4, 88.2
3584, 1.89, 0.0019286, 2.33, 2.364, 0.849, 88.2, 88.5, 87.9
3712, 1.93, 0.001875, 2.31, 2.363, 0.85, 88.3, 88.5, 88.1
3840, 1.86, 0.0018214, 2.32, 2.358, 0.851, 88.4, 88.6, 88.2
3968, 1.88, 0.0017679, 2.32, 2.365, 0.852, 88.4, 88.6, 88.3
4096, 1.89, 0.0017143, 2.31, 2.368, 0.851, 88.3, 88.6, 88.1
4224, 1.87, 0.0016607, 2.31, 2.354, 0.85, 88.3, 88.7, 87.8
4352, 1.89, 0.0016071, 2.31, 2.347, 0.85, 88.2, 88.8, 87.7
4480, 1.85, 0.0015536, 2.3, 2.347, 0.851, 88.4, 88.8, 87.9
4608, 1.87, 0.0015, 2.29, 2.343, 0.851, 88.3, 88.8, 87.9
4736, 1.87, 0.0014464, 2.31, 2.383, 0.851, 88.4, 88.8, 87.9
4864, 1.91, 0.0013929, 2.32, 2.345, 0.853, 88.5, 88.9, 88.2
4992, 1.89, 0.0013393, 2.29, 2.341, 0.851, 88.3, 88.9, 87.8
5120, 1.86, 0.0012857, 2.29, 2.34, 0.852, 88.5, 88.9, 88.0
5248, 1.99, 0.0012321, 2.31, 2.361, 0.851, 88.3, 88.9, 87.8
