step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 1e-06, n/a, 6.113, 0.021, 14.9, 24.7, 10.7
128, 1.79, 0.000125, 5.53, 4.431, 0.054, 25.8, 26.3, 25.3
256, 1.84, 0.00025, 4.16, 3.941, 0.234, 39.7, 40.9, 38.7
384, 1.79, 0.000375, 3.79, 3.679, 0.429, 55.7, 54.6, 56.9
512, 1.85, 0.0005, 3.56, 3.475, 0.588, 68.2, 65.4, 71.2
640, 1.85, 0.000625, 3.37, 3.283, 0.667, 74.3, 71.1, 77.8
768, 1.82, 0.00075, 3.18, 3.1, 0.711, 77.7, 72.9, 83.1
896, 1.83, 0.000875, 3.0, 2.93, 0.737, 79.6, 73.0, 87.6
1024, 1.79, 0.001, 2.87, 2.785, 0.746, 80.3, 73.7, 88.1
1152, 1.77, 0.0009821, 2.71, 2.672, 0.756, 81.0, 73.8, 89.7
1280, 1.78, 0.0009643, 2.6, 2.583, 0.762, 81.4, 74.0, 90.4
1408, 1.82, 0.0009464, 2.52, 2.509, 0.766, 81.8, 74.3, 90.9
1536, 1.8, 0.0009286, 2.45, 2.451, 0.767, 81.8, 74.3, 91.0
1664, 1.77, 0.0009107, 2.38, 2.412, 0.77, 82.0, 74.4, 91.4
1792, 1.8, 0.0008929, 2.37, 2.374, 0.771, 82.1, 74.2, 91.7
1920, 1.83, 0.000875, 2.32, 2.351, 0.772, 82.2, 74.4, 91.8
2048, 1.82, 0.0008571, 2.3, 2.32, 0.773, 82.2, 74.1, 92.3
2176, 1.82, 0.0008393, 2.25, 2.299, 0.774, 82.3, 74.3, 92.2
2304, 1.76, 0.0008214, 2.23, 2.27, 0.777, 82.5, 74.4, 92.6
2432, 1.82, 0.0008036, 2.2, 2.254, 0.777, 82.5, 74.4, 92.7
2560, 1.81, 0.0007857, 2.18, 2.241, 0.777, 82.5, 74.4, 92.6
2688, 1.79, 0.0007679, 2.17, 2.229, 0.777, 82.5, 74.5, 92.6
2816, 1.82, 0.00075, 2.16, 2.213, 0.777, 82.5, 74.3, 92.8
2944, 1.8, 0.0007321, 2.14, 2.205, 0.779, 82.6, 74.3, 93.0
3072, 1.82, 0.0007143, 2.12, 2.192, 0.779, 82.6, 74.4, 92.9
3200, 1.78, 0.0006964, 2.11, 2.182, 0.779, 82.6, 74.2, 93.2
3328, 1.82, 0.0006786, 2.12, 2.168, 0.779, 82.6, 74.4, 93.0
3456, 1.79, 0.0006607, 2.09, 2.161, 0.778, 82.6, 74.3, 93.0
3584, 1.79, 0.0006429, 2.07, 2.159, 0.78, 82.7, 74.3, 93.3
3712, 1.78, 0.000625, 2.08, 2.145, 0.78, 82.7, 74.3, 93.3
3840, 1.8, 0.0006071, 2.06, 2.141, 0.78, 82.7, 74.3, 93.2
3968, 1.82, 0.0005893, 2.05, 2.132, 0.78, 82.7, 74.3, 93.4
4096, 1.8, 0.0005714, 2.04, 2.123, 0.781, 82.7, 74.3, 93.3
4224, 1.79, 0.0005536, 2.03, 2.118, 0.78, 82.7, 74.2, 93.3
4352, 1.83, 0.0005357, 2.03, 2.114, 0.781, 82.7, 74.2, 93.5
4480, 1.81, 0.0005179, 2.02, 2.108, 0.78, 82.7, 74.3, 93.4
4608, 1.84, 0.0005, 2.01, 2.104, 0.78, 82.7, 74.3, 93.3
4736, 1.81, 0.0004821, 2.01, 2.105, 0.781, 82.7, 74.3, 93.4
4864, 1.8, 0.0004643, 2.0, 2.092, 0.781, 82.8, 74.3, 93.4
4992, 1.8, 0.0004464, 2.0, 2.09, 0.781, 82.8, 74.2, 93.5
5120, 1.79, 0.0004286, 1.97, 2.091, 0.781, 82.8, 74.3, 93.4
5248, 1.8, 0.0004107, 1.98, 2.084, 0.781, 82.8, 74.3, 93.5
5376, 1.82, 0.0003929, 2.0, 2.082, 0.781, 82.8, 74.3, 93.5
5504, 1.81, 0.000375, 1.98, 2.074, 0.781, 82.8, 74.3, 93.5
5632, 1.79, 0.0003571, 1.95, 2.074, 0.781, 82.8, 74.3, 93.5
5760, 1.83, 0.0003393, 1.97, 2.07, 0.782, 82.8, 74.3, 93.6
5888, 1.82, 0.0003214, 1.97, 2.066, 0.782, 82.8, 74.3, 93.5
6016, 1.83, 0.0003036, 1.97, 2.065, 0.782, 82.8, 74.3, 93.6
6144, 1.84, 0.0002857, 1.97, 2.061, 0.782, 82.8, 74.3, 93.6
6272, 1.8, 0.0002679, 1.94, 2.059, 0.782, 82.8, 74.3, 93.6
6400, 1.79, 0.00025, 1.94, 2.06, 0.782, 82.8, 74.3, 93.5
6528, 1.79, 0.0002321, 1.94, 2.058, 0.782, 82.8, 74.3, 93.6
6656, 1.8, 0.0002143, 1.94, 2.053, 0.782, 82.9, 74.3, 93.6
6784, 1.84, 0.0001964, 1.94, 2.052, 0.782, 82.8, 74.3, 93.6
6912, 1.81, 0.0001786, 1.95, 2.05, 0.781, 82.8, 74.3, 93.5
7040, 1.8, 0.0001607, 1.93, 2.048, 0.782, 82.8, 74.3, 93.6
7168, 1.82, 0.0001429, 1.94, 2.045, 0.782, 82.8, 74.3, 93.6
