step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 6.8e-06, n/a, 6.117, 0.01, 14.1, 23.3, 10.1
128, 1.81, 0.000875, 4.71, 3.842, 0.413, 54.1, 54.6, 53.5
256, 1.86, 0.00175, 3.56, 3.345, 0.694, 76.3, 73.2, 79.7
384, 1.8, 0.002625, 3.16, 2.983, 0.774, 82.5, 78.1, 87.4
512, 1.86, 0.0035, 2.82, 2.739, 0.802, 84.6, 80.3, 89.4
640, 1.84, 0.004375, 2.63, 2.59, 0.811, 85.3, 80.5, 90.7
768, 1.82, 0.00525, 2.49, 2.47, 0.818, 85.8, 81.0, 91.3
896, 1.81, 0.006125, 2.43, 2.42, 0.819, 85.9, 81.1, 91.3
1024, 1.82, 0.007, 2.37, 2.367, 0.823, 86.2, 81.4, 91.6
1152, 1.8, 0.006875, 2.3, 2.331, 0.825, 86.3, 81.4, 91.9
1280, 1.82, 0.00675, 2.27, 2.297, 0.828, 86.6, 81.6, 92.2
1408, 1.81, 0.006625, 2.28, 2.295, 0.828, 86.6, 81.8, 92.0
1536, 1.82, 0.0065, 2.22, 2.256, 0.829, 86.7, 81.8, 92.2
1664, 1.8, 0.006375, 2.2, 2.239, 0.827, 86.6, 81.8, 91.9
1792, 1.82, 0.00625, 2.2, 2.228, 0.83, 86.7, 81.9, 92.2
1920, 1.79, 0.006125, 2.16, 2.219, 0.828, 86.6, 81.9, 91.9
2048, 1.86, 0.006, 2.16, 2.2, 0.828, 86.6, 81.9, 91.9
2176, 1.79, 0.005875, 2.15, 2.195, 0.831, 86.8, 82.0, 92.3
2304, 1.78, 0.00575, 2.12, 2.181, 0.83, 86.7, 82.0, 92.1
2432, 1.82, 0.005625, 2.11, 2.167, 0.829, 86.7, 81.9, 92.0
2560, 1.8, 0.0055, 2.09, 2.163, 0.83, 86.8, 82.0, 92.1
2688, 1.79, 0.005375, 2.09, 2.157, 0.832, 86.9, 82.0, 92.5
2816, 1.8, 0.00525, 2.11, 2.154, 0.831, 86.8, 82.0, 92.2
2944, 1.81, 0.005125, 2.08, 2.146, 0.833, 87.0, 82.1, 92.5
3072, 1.83, 0.005, 2.06, 2.139, 0.832, 86.9, 82.0, 92.5
3200, 1.79, 0.004875, 2.05, 2.127, 0.833, 87.0, 82.1, 92.5
3328, 1.82, 0.00475, 2.08, 2.13, 0.83, 86.8, 82.0, 92.2
3456, 1.82, 0.004625, 2.05, 2.127, 0.833, 87.0, 82.1, 92.5
3584, 1.79, 0.0045, 2.04, 2.127, 0.832, 86.9, 82.0, 92.4
3712, 1.81, 0.004375, 2.03, 2.11, 0.832, 86.9, 82.1, 92.4
3840, 1.81, 0.00425, 2.03, 2.104, 0.835, 87.1, 82.1, 92.8
3968, 1.83, 0.004125, 2.03, 2.103, 0.833, 87.0, 82.1, 92.5
4096, 1.78, 0.004, 2.0, 2.095, 0.834, 87.0, 82.1, 92.6
