step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 1e-06, n/a, 6.142, 0.03, 15.6, 25.8, 11.2
128, 1.88, 0.000125, 5.45, 4.42, 0.097, 33.1, 27.8, 41.0
256, 1.87, 0.00025, 4.17, 3.964, 0.108, 32.4, 29.2, 36.4
384, 1.91, 0.000375, 3.82, 3.729, 0.09, 30.0, 28.6, 31.6
512, 1.87, 0.0005, 3.62, 3.529, 0.225, 41.2, 37.1, 46.2
640, 1.84, 0.000625, 3.43, 3.373, 0.286, 45.9, 41.0, 52.2
768, 1.9, 0.00075, 3.29, 3.215, 0.308, 47.4, 42.6, 53.5
896, 1.89, 0.000875, 3.14, 3.075, 0.356, 51.2, 45.2, 59.2
1024, 1.84, 0.001, 3.0, 2.941, 0.373, 52.5, 46.1, 60.9
1152, 1.9, 0.0009821, 2.88, 2.841, 0.407, 55.1, 47.8, 65.0
1280, 1.87, 0.0009643, 2.77, 2.752, 0.425, 56.4, 48.7, 66.8
1408, 1.89, 0.0009464, 2.69, 2.682, 0.428, 56.6, 49.0, 67.1
1536, 1.85, 0.0009286, 2.65, 2.623, 0.445, 57.9, 49.7, 69.4
1664, 1.85, 0.0009107, 2.58, 2.585, 0.457, 58.7, 50.2, 70.7
1792, 1.88, 0.0008929, 2.53, 2.545, 0.461, 59.0, 50.5, 71.1
1920, 1.9, 0.000875, 2.51, 2.521, 0.483, 60.7, 51.4, 73.9
2048, 1.88, 0.0008571, 2.46, 2.486, 0.475, 60.1, 51.1, 72.7
2176, 1.9, 0.0008393, 2.44, 2.465, 0.478, 60.3, 51.3, 73.0
2304, 1.86, 0.0008214, 2.41, 2.442, 0.485, 60.8, 51.7, 73.8
2432, 1.86, 0.0008036, 2.39, 2.423, 0.49, 61.1, 51.9, 74.4
2560, 1.84, 0.0007857, 2.38, 2.408, 0.491, 61.2, 51.9, 74.5
2688, 1.9, 0.0007679, 2.36, 2.395, 0.494, 61.4, 52.1, 74.9
2816, 1.87, 0.00075, 2.34, 2.385, 0.499, 61.7, 52.2, 75.5
2944, 1.86, 0.0007321, 2.34, 2.369, 0.501, 61.9, 52.4, 75.7
3072, 1.87, 0.0007143, 2.31, 2.354, 0.5, 61.9, 52.4, 75.5
3200, 1.85, 0.0006964, 2.29, 2.349, 0.504, 62.1, 52.5, 76.0
3328, 1.86, 0.0006786, 2.29, 2.336, 0.506, 62.3, 52.6, 76.3
3456, 1.9, 0.0006607, 2.29, 2.325, 0.509, 62.4, 52.7, 76.5
3584, 1.83, 0.0006429, 2.26, 2.32, 0.512, 62.7, 52.9, 76.9
3712, 1.88, 0.000625, 2.27, 2.32, 0.511, 62.6, 52.8, 76.9
3840, 1.88, 0.0006071, 2.24, 2.306, 0.511, 62.6, 52.8, 76.8
3968, 1.87, 0.0005893, 2.24, 2.302, 0.51, 62.5, 52.8, 76.6
4096, 1.89, 0.0005714, 2.22, 2.292, 0.514, 62.8, 53.0, 77.1
4224, 1.91, 0.0005536, 2.24, 2.284, 0.515, 62.9, 53.0, 77.3
4352, 1.84, 0.0005357, 2.22, 2.278, 0.516, 63.0, 53.1, 77.4
4480, 1.86, 0.0005179, 2.2, 2.274, 0.513, 62.7, 53.0, 76.8
4608, 1.91, 0.0005, 2.2, 2.273, 0.518, 63.1, 53.1, 77.6
4736, 1.85, 0.0004821, 2.19, 2.265, 0.517, 63.0, 53.2, 77.4
4864, 1.85, 0.0004643, 2.19, 2.259, 0.517, 63.1, 53.2, 77.5
