step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 2.9e-06, n/a, 6.101, 0.026, 15.2, 25.2, 10.9
128, 1.98, 0.000375, 4.98, 4.115, 0.197, 38.6, 35.8, 41.7
256, 1.94, 0.00075, 3.82, 3.636, 0.497, 61.3, 57.8, 65.2
384, 1.96, 0.001125, 3.46, 3.315, 0.637, 72.0, 68.2, 76.2
512, 1.86, 0.0015, 3.18, 3.062, 0.735, 79.5, 76.7, 82.4
640, 1.87, 0.001875, 2.96, 2.892, 0.783, 83.2, 80.2, 86.3
768, 1.88, 0.00225, 2.81, 2.77, 0.808, 85.1, 82.8, 87.5
896, 1.85, 0.002625, 2.71, 2.676, 0.835, 87.2, 85.3, 89.1
1024, 1.92, 0.003, 2.62, 2.589, 0.851, 88.4, 87.0, 89.8
1152, 1.89, 0.0029464, 2.56, 2.616, 0.856, 88.8, 87.4, 90.3
1280, 1.89, 0.0028929, 2.51, 2.522, 0.856, 88.8, 87.9, 89.8
1408, 1.87, 0.0028393, 2.5, 2.543, 0.856, 88.8, 88.1, 89.5
1536, 1.85, 0.0027857, 2.49, 2.504, 0.859, 89.0, 88.7, 89.3
1664, 1.96, 0.0027321, 2.47, 2.494, 0.86, 89.1, 89.0, 89.2
1792, 1.87, 0.0026786, 2.44, 2.476, 0.861, 89.2, 89.1, 89.3
1920, 1.86, 0.002625, 2.44, 2.474, 0.863, 89.3, 89.4, 89.3
2048, 1.85, 0.0025714, 2.42, 2.454, 0.865, 89.5, 89.5, 89.4
2176, 1.85, 0.0025179, 2.41, 2.44, 0.864, 89.4, 89.6, 89.1
2304, 1.85, 0.0024643, 2.41, 2.472, 0.869, 89.8, 89.8, 89.7
2432, 1.92, 0.0024107, 2.41, 2.431, 0.868, 89.7, 89.9, 89.4
2560, 1.83, 0.0023571, 2.39, 2.423, 0.865, 89.5, 89.9, 89.0
2688, 1.91, 0.0023036, 2.38, 2.418, 0.866, 89.5, 90.0, 89.0
2816, 1.9, 0.00225, 2.39, 2.419, 0.866, 89.5, 90.0, 89.0
2944, 1.84, 0.0021964, 2.39, 2.407, 0.864, 89.4, 90.0, 88.8
3072, 1.88, 0.0021429, 2.36, 2.408, 0.869, 89.8, 90.1, 89.4
3200, 1.85, 0.0020893, 2.38, 2.409, 0.866, 89.5, 90.2, 88.9
3328, 1.87, 0.0020357, 2.36, 2.398, 0.865, 89.4, 90.2, 88.7
3456, 1.9, 0.0019821, 2.35, 2.391, 0.865, 89.4, 90.2, 88.6
3584, 2.0, 0.0019286, 2.35, 2.393, 0.864, 89.4, 90.2, 88.5
3712, 1.84, 0.001875, 2.34, 2.391, 0.865, 89.5, 90.2, 88.8
3840, 1.85, 0.0018214, 2.35, 2.387, 0.864, 89.4, 90.2, 88.5
3968, 1.87, 0.0017679, 2.35, 2.386, 0.863, 89.3, 90.2, 88.4
4096, 1.86, 0.0017143, 2.34, 2.388, 0.862, 89.2, 90.2, 88.2
4224, 1.87, 0.0016607, 2.33, 2.38, 0.866, 89.5, 90.3, 88.7
4352, 1.86, 0.0016071, 2.34, 2.372, 0.863, 89.3, 90.3, 88.3
4480, 1.91, 0.0015536, 2.32, 2.369, 0.862, 89.1, 90.3, 88.0
4608, 1.87, 0.0015, 2.32, 2.378, 0.862, 89.2, 90.3, 88.1
4736, 1.87, 0.0014464, 2.33, 2.369, 0.862, 89.2, 90.3, 88.0
4864, 1.89, 0.0013929, 2.32, 2.359, 0.863, 89.3, 90.3, 88.3
4992, 1.82, 0.0013393, 2.32, 2.358, 0.862, 89.2, 90.3, 88.0
5120, 1.98, 0.0012857, 2.3, 2.352, 0.861, 89.1, 90.3, 87.9
5248, 1.86, 0.0012321, 2.32, 2.353, 0.862, 89.2, 90.3, 88.1
5376, 1.82, 0.0011786, 2.31, 2.351, 0.862, 89.2, 90.3, 88.1
5504, 1.91, 0.001125, 2.31, 2.352, 0.862, 89.2, 90.3, 88.1
5632, 1.86, 0.0010714, 2.31, 2.353, 0.861, 89.1, 90.4, 87.8
5760, 1.89, 0.0010179, 2.3, 2.345, 0.86, 89.0, 90.3, 87.8
5888, 1.86, 0.0009643, 2.3, 2.346, 0.861, 89.1, 90.3, 87.9
6016, 1.85, 0.0009107, 2.29, 2.343, 0.862, 89.2, 90.3, 88.0
6144, 1.82, 0.0008571, 2.29, 2.344, 0.859, 88.9, 90.3, 87.5
6272, 1.86, 0.0008036, 2.29, 2.341, 0.86, 89.0, 90.4, 87.7
6400, 1.91, 0.00075, 2.3, 2.34, 0.861, 89.1, 90.3, 87.8
6528, 1.85, 0.0006964, 2.3, 2.339, 0.861, 89.1, 90.4, 87.8
6656, 1.77, 0.0006429, 2.29, 2.337, 0.86, 89.0, 90.4, 87.7
6784, 1.83, 0.0005893, 2.3, 2.344, 0.861, 89.1, 90.4, 87.8
6912, 1.87, 0.0005357, 2.3, 2.337, 0.861, 89.1, 90.4, 87.8
7040, 1.87, 0.0004821, 2.27, 2.337, 0.861, 89.1, 90.4, 87.7
7168, 1.84, 0.0004286, 2.29, 2.333, 0.86, 89.0, 90.4, 87.7
7296, 1.84, 0.000375, 2.3, 2.329, 0.86, 89.0, 90.4, 87.7
7424, 1.85, 0.0003214, 2.27, 2.328, 0.86, 89.0, 90.4, 87.6
7552, 1.85, 0.0002679, 2.28, 2.31, 0.86, 89.0, 90.4, 87.7
7680, 1.86, 0.0002143, 2.25, 2.306, 0.86, 89.0, 90.4, 87.7
7808, 1.91, 0.0001607, 2.25, 2.304, 0.86, 89.0, 90.4, 87.7
7936, 1.84, 0.0001071, 2.27, 2.303, 0.86, 89.0, 90.4, 87.7
8064, 1.85, 5.36e-05, 2.25, 2.302, 0.86, 89.0, 90.4, 87.7
8192, 1.84, 0.0, 2.25, 2.302, 0.86, 89.0, 90.4, 87.7
