step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 4.9e-06, n/a, 6.136, 0.036, 16.1, 26.6, 11.5
128, 1.81, 0.000625, 4.78, 3.954, -0.067, 22.7, 18.3, 30.0
256, 1.91, 0.00125, 3.74, 3.589, -0.04, 21.2, 19.2, 23.7
384, 1.9, 0.001875, 3.42, 3.3, 0.003, 24.0, 22.1, 26.2
512, 1.87, 0.0025, 3.25, 3.22, -0.038, 19.6, 19.1, 20.1
640, 1.85, 0.003125, 3.19, 3.116, -0.005, 19.9, 21.5, 18.5
768, 1.88, 0.00375, 3.04, 3.001, 0.024, 22.1, 24.1, 20.4
896, 1.87, 0.004375, 2.93, 2.887, 0.083, 26.8, 29.1, 24.9
1024, 1.91, 0.005, 2.82, 2.814, 0.196, 36.0, 38.7, 33.6
1152, 1.85, 0.0049107, 2.73, 2.704, 0.34, 47.4, 50.8, 44.4
1280, 1.88, 0.0048214, 2.66, 2.647, 0.403, 52.1, 57.2, 47.8
1408, 1.88, 0.0047321, 2.58, 2.587, 0.456, 56.3, 61.4, 52.0
1536, 1.9, 0.0046429, 2.57, 2.578, 0.534, 62.5, 68.5, 57.4
1664, 1.87, 0.0045536, 2.52, 2.532, 0.605, 68.0, 75.5, 61.8
1792, 1.85, 0.0044643, 2.49, 2.481, 0.645, 71.0, 79.3, 64.3
1920, 1.87, 0.004375, 2.42, 2.423, 0.682, 73.9, 82.9, 66.6
2048, 1.87, 0.0042857, 2.38, 2.402, 0.695, 74.9, 84.5, 67.3
2176, 1.86, 0.0041964, 2.37, 2.394, 0.701, 75.4, 85.0, 67.7
2304, 1.85, 0.0041071, 2.34, 2.379, 0.703, 75.5, 85.4, 67.6
2432, 1.87, 0.0040179, 2.32, 2.37, 0.712, 76.2, 86.3, 68.2
2560, 1.88, 0.0039286, 2.31, 2.347, 0.72, 76.8, 86.9, 68.8
2688, 1.89, 0.0038393, 2.3, 2.331, 0.722, 76.9, 87.5, 68.7
2816, 1.87, 0.00375, 2.28, 2.326, 0.725, 77.2, 87.6, 68.9
2944, 1.87, 0.0036607, 2.28, 2.322, 0.73, 77.6, 87.9, 69.5
3072, 1.86, 0.0035714, 2.29, 2.319, 0.73, 77.6, 88.0, 69.4
3200, 1.87, 0.0034821, 2.26, 2.312, 0.727, 77.2, 88.0, 68.8
3328, 1.84, 0.0033929, 2.26, 2.301, 0.727, 77.3, 88.1, 68.9
3456, 1.9, 0.0033036, 2.27, 2.31, 0.727, 77.3, 88.1, 68.8
3584, 1.91, 0.0032143, 2.26, 2.308, 0.728, 77.3, 88.2, 68.9
3712, 1.83, 0.003125, 2.27, 2.307, 0.732, 77.7, 88.3, 69.4
3840, 1.9, 0.0030357, 2.25, 2.297, 0.726, 77.1, 88.3, 68.4
3968, 1.87, 0.0029464, 2.24, 2.293, 0.733, 77.7, 88.5, 69.3
4096, 1.89, 0.0028571, 2.24, 2.294, 0.731, 77.6, 88.5, 69.1
