step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 4.9e-06, n/a, 6.117, 0.01, 14.1, 23.3, 10.1
128, 1.8, 0.000625, 4.84, 3.944, 0.296, 44.7, 45.6, 43.9
256, 1.86, 0.00125, 3.66, 3.45, 0.636, 71.7, 70.3, 73.2
384, 1.84, 0.001875, 3.28, 3.108, 0.741, 80.0, 75.7, 84.7
512, 1.89, 0.0025, 2.94, 2.843, 0.777, 82.7, 78.8, 87.1
640, 1.85, 0.003125, 2.71, 2.654, 0.796, 84.2, 79.8, 89.1
768, 1.82, 0.00375, 2.55, 2.514, 0.803, 84.7, 80.5, 89.4
896, 1.82, 0.004375, 2.46, 2.434, 0.812, 85.4, 80.9, 90.3
1024, 1.82, 0.005, 2.38, 2.372, 0.816, 85.7, 81.1, 90.8
1152, 1.81, 0.0049107, 2.3, 2.323, 0.82, 86.0, 81.3, 91.3
1280, 1.83, 0.0048214, 2.26, 2.282, 0.823, 86.2, 81.5, 91.5
1408, 1.82, 0.0047321, 2.26, 2.266, 0.823, 86.2, 81.6, 91.4
1536, 1.82, 0.0046429, 2.19, 2.227, 0.823, 86.2, 81.6, 91.5
1664, 1.81, 0.0045536, 2.17, 2.209, 0.824, 86.3, 81.6, 91.6
1792, 1.84, 0.0044643, 2.16, 2.197, 0.827, 86.6, 81.8, 91.9
1920, 1.81, 0.004375, 2.12, 2.186, 0.825, 86.4, 81.7, 91.8
2048, 1.87, 0.0042857, 2.12, 2.165, 0.826, 86.5, 81.7, 91.8
2176, 1.8, 0.0041964, 2.11, 2.157, 0.827, 86.5, 81.8, 91.8
2304, 1.79, 0.0041071, 2.08, 2.141, 0.827, 86.5, 81.8, 91.9
2432, 1.84, 0.0040179, 2.07, 2.128, 0.828, 86.6, 81.7, 92.1
2560, 1.81, 0.0039286, 2.04, 2.121, 0.826, 86.5, 81.8, 91.8
2688, 1.8, 0.0038393, 2.04, 2.115, 0.829, 86.7, 81.7, 92.3
2816, 1.81, 0.00375, 2.06, 2.11, 0.83, 86.7, 81.8, 92.3
2944, 1.82, 0.0036607, 2.03, 2.106, 0.831, 86.8, 81.9, 92.4
3072, 1.84, 0.0035714, 2.01, 2.097, 0.83, 86.8, 81.9, 92.3
3200, 1.8, 0.0034821, 2.0, 2.084, 0.829, 86.7, 81.9, 92.1
3328, 1.83, 0.0033929, 2.03, 2.087, 0.828, 86.6, 81.8, 92.0
3456, 1.83, 0.0033036, 2.0, 2.084, 0.829, 86.7, 81.9, 92.2
3584, 1.8, 0.0032143, 1.98, 2.075, 0.828, 86.6, 81.8, 92.1
3712, 1.81, 0.003125, 1.97, 2.063, 0.83, 86.7, 81.9, 92.1
3840, 1.82, 0.0030357, 1.97, 2.062, 0.831, 86.8, 81.9, 92.5
3968, 1.84, 0.0029464, 1.98, 2.054, 0.83, 86.7, 81.9, 92.2
4096, 1.8, 0.0028571, 1.94, 2.053, 0.831, 86.8, 81.9, 92.4
4224, 1.82, 0.0027679, 1.97, 2.048, 0.832, 86.9, 82.0, 92.5
4352, 1.82, 0.0026786, 1.95, 2.04, 0.832, 86.9, 81.9, 92.5
