step, s/batch, lr, train_loss, dev_loss, mcc, f1, precision, recall
0, n/a, 6.8e-06, n/a, 6.113, 0.021, 14.9, 24.7, 10.7
128, 1.97, 0.000875, 4.7, 3.829, 0.368, 50.6, 50.7, 50.5
256, 1.84, 0.00175, 3.57, 3.344, 0.716, 78.1, 73.3, 83.4
384, 1.84, 0.002625, 3.14, 2.954, 0.812, 85.4, 81.8, 89.4
512, 1.83, 0.0035, 2.8, 2.696, 0.839, 87.5, 83.3, 92.1
640, 1.84, 0.004375, 2.58, 2.527, 0.856, 88.8, 84.8, 93.1
768, 1.86, 0.00525, 2.46, 2.45, 0.856, 88.8, 84.5, 93.6
896, 1.9, 0.006125, 2.38, 2.378, 0.864, 89.4, 85.4, 93.9
1024, 1.85, 0.007, 2.36, 2.35, 0.866, 89.5, 85.4, 94.1
1152, 1.8, 0.006875, 2.3, 2.319, 0.87, 89.9, 85.6, 94.5
1280, 1.79, 0.00675, 2.25, 2.285, 0.871, 89.9, 86.0, 94.2
1408, 1.85, 0.006625, 2.23, 2.256, 0.874, 90.2, 86.2, 94.6
1536, 1.84, 0.0065, 2.19, 2.226, 0.873, 90.1, 86.0, 94.5
1664, 1.81, 0.006375, 2.15, 2.222, 0.874, 90.2, 86.3, 94.5
1792, 1.81, 0.00625, 2.18, 2.223, 0.873, 90.1, 86.0, 94.5
1920, 1.83, 0.006125, 2.15, 2.209, 0.873, 90.1, 85.9, 94.6
2048, 1.88, 0.006, 2.15, 2.2, 0.873, 90.1, 85.9, 94.7
2176, 1.83, 0.005875, 2.12, 2.183, 0.876, 90.3, 86.3, 94.7
2304, 1.82, 0.00575, 2.1, 2.158, 0.877, 90.4, 86.5, 94.7
2432, 1.83, 0.005625, 2.08, 2.149, 0.877, 90.4, 86.4, 94.7
2560, 1.8, 0.0055, 2.07, 2.151, 0.878, 90.5, 86.6, 94.6
2688, 1.81, 0.005375, 2.07, 2.139, 0.877, 90.4, 86.7, 94.5
2816, 1.82, 0.00525, 2.08, 2.129, 0.876, 90.3, 86.3, 94.7
2944, 1.82, 0.005125, 2.06, 2.13, 0.877, 90.4, 86.4, 94.8
3072, 1.84, 0.005, 2.04, 2.117, 0.878, 90.5, 86.5, 94.8
3200, 1.8, 0.004875, 2.04, 2.116, 0.876, 90.4, 86.4, 94.7
3328, 1.83, 0.00475, 2.06, 2.109, 0.877, 90.4, 86.5, 94.7
3456, 1.83, 0.004625, 2.03, 2.107, 0.876, 90.4, 86.3, 94.8
3584, 1.79, 0.0045, 2.01, 2.114, 0.876, 90.4, 86.5, 94.6
3712, 1.82, 0.004375, 2.02, 2.1, 0.876, 90.3, 86.5, 94.6
3840, 1.82, 0.00425, 2.02, 2.122, 0.876, 90.3, 86.4, 94.7
3968, 1.81, 0.004125, 2.0, 2.081, 0.879, 90.5, 86.6, 94.8
4096, 1.8, 0.004, 1.99, 2.077, 0.878, 90.4, 86.6, 94.7
4224, 1.8, 0.003875, 1.98, 2.07, 0.878, 90.5, 86.7, 94.7
4352, 1.87, 0.00375, 2.0, 2.072, 0.877, 90.4, 86.4, 94.8
4480, 1.86, 0.003625, 1.98, 2.063, 0.877, 90.4, 86.5, 94.7
